Year,Current,2022,2021
Market Capitalization,334,325,315
Market Cap Growth,-,3.19%,-
Enterprise Value,333,324,314
PE Ratio,35.48,37.97,39.70
PB Ratio,-54.24,-49.39,-18.29
P/FCF Ratio,-708.27,-405.39,-143.53
P/OCF Ratio,-708.27,-405.39,-143.53
EV/EBITDA Ratio,34.48,37.93,39.55
EV/EBIT Ratio,34.48,37.93,39.55
EV/FCF Ratio,-707.73,-404.93,-142.99
Current Ratio,0.27,0.47,2.61
Return on Equity (ROE),-128.60%,-87.50%,-85.30%
Return on Assets (ROA),3.70%,3.30%,6.00%
Return on Capital (ROIC),3.70%,3.30%,6.10%
Earnings Yield,2.90%,2.63%,2.52%
FCF Yield,-0.14%,-0.25%,-0.70%
Buyback Yield / Dilution,-81.20%,-,
Total Shareholder Return,-81.20%,-,
