Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Market Capitalization,200,310,267,212,250,226,232,218,183,179,171,Upgrade
Market Cap Growth,-,16.27%,26.08%,-15.51%,10.69%,-2.46%,6.43%,19.40%,1.80%,4.82%,16.62%,Upgrade
Enterprise Value,95,85,-343,133,188,201,200,218,176,172,118,Upgrade
PE Ratio,7.21,10.09,7.11,6.44,12.11,11.31,17.64,15.13,10.27,10.30,13.88,Upgrade
PS Ratio,1.58,2.44,1.95,1.61,2.43,2.41,2.44,2.24,1.83,2.46,2.97,Upgrade
PB Ratio,0.89,1.42,1.12,0.96,1.21,1.10,1.20,1.17,1.03,1.09,1.19,Upgrade
P/FCF Ratio,3.41,4.18,2.44,-5.33,-64.89,10.71,19.07,11.96,49.59,11.80,10.41,Upgrade
P/OCF Ratio,3.19,3.97,2.38,-5.81,-305.08,9.00,12.03,10.83,17.17,8.76,9.17,Upgrade
EV/Sales Ratio,0.75,0.67,-2.50,1.01,1.83,2.14,2.10,2.24,1.76,2.36,2.05,Upgrade
EV/EBITDA Ratio,2.38,1.99,-6.54,2.85,6.24,7.34,7.36,9.40,6.01,6.16,5.69,Upgrade
EV/EBIT Ratio,2.67,2.21,-7.15,3.14,7.21,8.33,8.50,10.65,6.62,6.72,6.37,Upgrade
EV/FCF Ratio,1.61,1.15,-3.13,-3.35,-48.83,9.49,16.40,11.95,47.81,11.32,7.19,Upgrade
Debt / Equity Ratio,0.15,0.16,0.15,0.17,0.16,0.25,0.24,0.27,0.29,0.39,0.32,Upgrade
Debt / EBITDA Ratio,0.85,0.80,0.68,0.80,1.11,1.90,1.68,2.18,1.78,2.32,2.23,Upgrade
Debt / FCF Ratio,0.58,0.46,0.33,-0.94,-8.66,2.45,3.73,2.77,14.15,4.26,2.81,Upgrade
Asset Turnover,0.05,0.05,0.05,0.07,0.07,0.06,0.06,0.06,0.07,0.05,0.05,Upgrade
Return on Equity (ROE),13.00%,14.10%,15.80%,15.60%,10.00%,10.00%,6.80%,7.80%,10.30%,11.10%,8.70%,Upgrade
Return on Assets (ROA),1.10%,1.20%,1.50%,1.70%,1.30%,1.30%,0.90%,0.90%,1.20%,1.30%,1.00%,Upgrade
Return on Capital (ROIC),1.50%,1.70%,2.20%,2.20%,1.70%,1.60%,1.60%,1.40%,1.80%,2.00%,1.70%,Upgrade
Earnings Yield,14.17%,9.91%,14.06%,15.54%,8.26%,8.84%,5.67%,6.61%,9.74%,9.71%,7.20%,Upgrade
FCF Yield,29.30%,23.94%,41.03%,-18.77%,-1.54%,9.34%,5.24%,8.36%,2.02%,8.47%,9.61%,Upgrade
Dividend Yield,5.68%,3.42%,3.51%,4.19%,3.42%,3.15%,2.59%,2.50%,2.82%,2.67%,2.47%,Upgrade
Payout Ratio,40.50%,34.10%,24.70%,26.60%,40.90%,35.10%,45.00%,37.30%,28.60%,27.20%,33.90%,Upgrade
Buyback Yield / Dilution,4.00%,6.72%,2.83%,5.54%,2.48%,-0.05%,-0.04%,-0.38%,-1.40%,-3.67%,-0.53%,Upgrade
Total Shareholder Return,9.68%,10.14%,6.34%,9.73%,5.91%,3.09%,2.54%,2.12%,1.41%,-0.99%,1.94%,Upgrade
