Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,915,"1,573","2,193","1,514","1,350","1,113",936,955,657,653,704,Upgrade
Market Cap Growth,-,-28.29%,44.85%,12.19%,21.23%,18.91%,-2.00%,45.46%,0.57%,-7.29%,45.66%,Upgrade
Enterprise Value,"1,792","2,623","2,087","2,367","2,140","2,225","1,709","1,766","1,413","1,321","1,334",Upgrade
PE Ratio,5.28,9.46,9.33,15.62,11.59,11.04,17.60,19.80,14.48,17.10,15.86,Upgrade
PS Ratio,1.85,3.28,3.83,3.98,4.07,3.56,4.31,4.90,3.59,3.70,3.95,Upgrade
PB Ratio,0.60,1.06,1.44,1.03,1.19,1.04,1.66,1.79,1.25,1.25,1.41,Upgrade
P/FCF Ratio,5.46,7.80,10.70,11.06,14.24,8.11,15.11,11.28,15.41,14.48,7.51,Upgrade
P/OCF Ratio,5.01,7.27,10.14,10.67,13.50,7.54,13.49,10.56,12.83,12.17,7.33,Upgrade
EV/Sales Ratio,3.63,5.47,3.65,6.22,6.45,7.12,7.87,9.06,7.73,7.48,7.47,Upgrade
EV/EBITDA Ratio,7.25,11.20,6.40,16.40,12.87,15.33,17.82,22.09,18.92,20.99,17.78,Upgrade
EV/EBIT Ratio,7.70,11.80,6.70,19.02,14.00,16.77,19.43,24.54,20.97,23.69,19.91,Upgrade
EV/FCF Ratio,10.69,13.00,10.19,17.28,22.58,16.21,27.57,20.85,33.16,29.30,14.22,Upgrade
Debt / Equity Ratio,0.89,0.84,0.21,0.78,0.83,1.14,1.57,1.77,1.58,1.47,1.41,Upgrade
Debt / EBITDA Ratio,5.56,5.30,0.96,7.96,5.63,8.36,9.23,11.82,11.10,12.15,9.38,Upgrade
Debt / FCF Ratio,8.19,6.16,1.53,8.39,9.88,8.84,14.28,11.16,19.46,16.95,7.51,Upgrade
Asset Turnover,0.04,0.04,0.05,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),11.70%,11.30%,15.30%,7.20%,10.40%,9.70%,9.60%,9.10%,8.70%,7.40%,9.00%,Upgrade
Return on Assets (ROA),1.30%,1.20%,1.80%,0.80%,1.40%,1.20%,1.00%,1.00%,1.00%,0.90%,1.10%,Upgrade
Return on Capital (ROIC),1.60%,1.60%,2.50%,1.00%,1.80%,1.50%,1.50%,1.30%,1.30%,1.20%,1.50%,Upgrade
Earnings Yield,18.98%,10.57%,10.72%,6.40%,8.63%,9.06%,5.68%,5.05%,6.91%,5.85%,6.31%,Upgrade
FCF Yield,18.33%,12.83%,9.34%,9.04%,7.02%,12.33%,6.62%,8.87%,6.49%,6.91%,13.31%,Upgrade
Dividend Yield,6.67%,3.86%,2.66%,3.73%,3.12%,3.51%,2.67%,2.45%,3.34%,2.91%,2.27%,Upgrade
Payout Ratio,35.20%,36.90%,25.60%,54.80%,36.30%,39.00%,47.30%,49.00%,48.90%,49.70%,36.00%,Upgrade
Buyback Yield / Dilution,1.01%,2.14%,3.02%,-32.02%,-0.30%,-48.06%,-0.44%,1.94%,2.71%,-0.22%,-0.34%,Upgrade
Total Shareholder Return,7.68%,6.00%,5.68%,-28.29%,2.81%,-44.55%,2.23%,4.39%,6.05%,2.70%,1.93%,Upgrade
