Year,Current,2022,2021
Market Capitalization,90,306,285
Market Cap Growth,-,7.27%,-
Enterprise Value,90,306,284
PE Ratio,-173.27,-173.27,-909.47
PB Ratio,-27.56,-27.56,-39.59
P/FCF Ratio,-364.21,-364.21,-501.75
P/OCF Ratio,-364.21,-364.21,-501.75
EV/EBITDA Ratio,-173.27,-173.27,-906.85
EV/EBIT Ratio,-173.27,-173.27,-906.85
EV/FCF Ratio,-364.21,-364.21,-500.31
Current Ratio,0.03,0.03,2.78
Return on Equity (ROE),20.00%,20.00%,8.70%
Return on Assets (ROA),-1.00%,-1.00%,-0.30%
Return on Capital (ROIC),-1.00%,-1.00%,-0.30%
Earnings Yield,-1.97%,-0.58%,-0.11%
FCF Yield,-0.94%,-0.27%,-0.20%
Buyback Yield / Dilution,-176.83%,-176.83%,-
Total Shareholder Return,-176.83%,-176.83%,-
