Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Market Capitalization,279,392,406,288,440,255,331,300,221,195,207,Upgrade
Market Cap Growth,-,-3.52%,41.24%,-34.61%,72.17%,-22.88%,10.46%,35.55%,13.62%,-5.97%,30.73%,Upgrade
Enterprise Value,292,448,-31,-9,436,254,341,343,204,218,216,Upgrade
PE Ratio,8.08,11.38,9.33,9.57,21.04,11.31,21.72,18.39,14.71,15.28,13.15,Upgrade
PS Ratio,2.59,3.65,3.56,3.13,4.79,3.52,4.80,4.75,3.59,3.71,3.64,Upgrade
PB Ratio,0.85,1.22,1.15,0.85,1.37,1.15,1.59,1.49,1.12,1.12,1.24,Upgrade
P/FCF Ratio,6.82,8.38,7.79,16.40,15.10,10.21,13.94,23.98,12.40,12.52,7.59,Upgrade
P/OCF Ratio,6.67,8.17,7.95,14.22,13.46,9.29,12.86,18.60,11.48,11.73,7.36,Upgrade
EV/Sales Ratio,2.71,4.17,-0.27,-0.09,4.75,3.51,4.95,5.44,3.31,4.16,3.80,Upgrade
EV/EBITDA Ratio,6.22,9.55,-0.53,-0.21,14.92,8.40,11.98,13.13,8.47,10.52,8.64,Upgrade
EV/EBIT Ratio,6.71,10.33,-0.57,-0.23,16.93,9.01,13.09,14.74,9.69,12.17,9.92,Upgrade
EV/FCF Ratio,7.14,9.58,-0.60,-0.49,14.98,10.17,14.37,27.47,11.44,14.04,7.93,Upgrade
Debt / Equity Ratio,0.35,0.40,0.20,0.23,0.24,0.28,0.30,0.48,0.40,0.52,0.46,Upgrade
Debt / EBITDA Ratio,2.48,2.76,1.18,1.91,2.60,2.09,2.20,3.70,3.25,4.38,3.07,Upgrade
Debt / FCF Ratio,2.85,2.76,1.33,4.46,2.61,2.53,2.63,7.75,4.38,5.85,2.82,Upgrade
Asset Turnover,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),10.70%,10.60%,12.50%,9.10%,7.10%,10.50%,7.30%,8.10%,7.70%,7.40%,9.50%,Upgrade
Return on Assets (ROA),1.10%,1.10%,1.30%,1.10%,0.90%,1.20%,0.90%,1.00%,1.00%,1.00%,1.20%,Upgrade
Return on Capital (ROIC),1.50%,1.50%,2.00%,1.50%,1.20%,1.60%,1.50%,1.50%,1.40%,1.40%,1.70%,Upgrade
Earnings Yield,12.40%,8.79%,10.72%,10.45%,4.75%,8.84%,4.60%,5.44%,6.80%,6.54%,7.61%,Upgrade
FCF Yield,14.67%,11.93%,12.83%,6.10%,6.62%,9.79%,7.17%,4.17%,8.06%,7.99%,13.18%,Upgrade
Dividend Yield,4.42%,3.11%,2.92%,4.13%,2.49%,3.41%,2.54%,2.76%,3.65%,3.72%,3.50%,Upgrade
Payout Ratio,35.70%,35.30%,27.30%,39.40%,52.30%,38.50%,55.10%,50.80%,53.80%,56.80%,46.00%,Upgrade
Buyback Yield / Dilution,1.15%,1.86%,0.99%,-4.22%,-21.05%,-0.55%,-0.46%,0.77%,-10.29%,0.09%,-0.50%,Upgrade
Total Shareholder Return,5.57%,4.97%,3.91%,-0.09%,-18.55%,2.86%,2.08%,3.53%,-6.64%,3.81%,3.01%,Upgrade
