Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Market Capitalization,"2,467","3,910","4,920","4,770","4,506","4,790","6,813","5,332","5,841","6,492","5,849",Upgrade
Market Cap Growth,-,-20.54%,3.14%,5.86%,-5.92%,-29.70%,27.77%,-8.71%,-10.03%,11.00%,55.98%,Upgrade
Enterprise Value,"4,012","4,251","5,075","5,625","5,555","4,939","6,484","5,333","5,672","6,443","6,009",Upgrade
PE Ratio,12.89,10.94,9.32,11.85,15.73,9.09,26.87,13.75,5.92,15.19,36.51,Upgrade
PS Ratio,0.93,1.41,1.54,1.86,1.74,1.70,2.58,2.29,2.48,2.82,2.95,Upgrade
PB Ratio,5.42,7.03,5.05,5.23,7.39,5.22,5.68,4.31,4.45,9.19,10.44,Upgrade
P/FCF Ratio,4.11,4.98,5.95,9.30,7.09,7.34,6.80,8.96,6.78,9.07,12.39,Upgrade
P/OCF Ratio,3.85,4.69,5.68,8.28,6.65,6.85,6.62,8.43,6.58,8.82,11.10,Upgrade
EV/Sales Ratio,1.53,1.53,1.59,2.19,2.15,1.75,2.45,2.29,2.41,2.80,3.03,Upgrade
EV/EBITDA Ratio,10.36,7.27,6.18,9.35,11.64,6.96,7.62,9.79,590.48,11.78,24.36,Upgrade
EV/EBIT Ratio,14.06,8.82,7.15,11.21,14.56,7.31,7.91,10.43,-244.71,12.57,28.36,Upgrade
EV/FCF Ratio,6.73,5.41,6.14,10.97,8.74,7.57,6.47,8.96,6.59,9.00,12.73,Upgrade
Debt / Equity Ratio,4.87,3.96,2.29,2.51,3.81,1.56,0.99,0.96,0.76,1.50,1.90,Upgrade
Debt / EBITDA Ratio,5.68,3.76,2.72,3.81,4.87,2.02,1.40,2.18,103.93,1.94,4.31,Upgrade
Debt / FCF Ratio,3.69,2.80,2.71,4.46,3.66,2.20,1.19,2.00,1.16,1.48,2.25,Upgrade
Asset Turnover,0.45,0.43,0.48,0.47,0.47,0.59,0.56,0.55,0.60,0.75,0.68,Upgrade
Return on Equity (ROE),38.80%,53.30%,61.30%,59.80%,45.10%,52.20%,20.70%,32.40%,105.20%,75.40%,29.70%,Upgrade
Return on Assets (ROA),3.80%,5.60%,8.00%,7.40%,5.20%,11.10%,5.40%,9.10%,25.30%,13.80%,5.50%,Upgrade
Return on Capital (ROIC),4.60%,7.30%,10.50%,8.00%,6.00%,14.70%,18.80%,12.50%,-0.60%,17.50%,7.40%,Upgrade
Earnings Yield,9.05%,9.14%,10.73%,8.44%,6.36%,11.01%,3.72%,7.27%,16.89%,6.58%,2.74%,Upgrade
FCF Yield,24.35%,20.08%,16.81%,10.75%,14.11%,13.63%,14.71%,11.16%,14.75%,11.03%,8.07%,Upgrade
Dividend Yield,7.04%,5.01%,4.34%,4.47%,6.05%,3.89%,5.46%,6.69%,3.08%,2.47%,2.29%,Upgrade
Payout Ratio,84.90%,52.70%,38.40%,50.90%,91.40%,32.40%,134.40%,86.50%,17.20%,34.40%,75.20%,Upgrade
Buyback Yield / Dilution,19.04%,11.15%,-0.17%,2.24%,10.55%,2.05%,0.12%,0.46%,0.42%,-0.06%,-3.41%,Upgrade
Total Shareholder Return,26.12%,16.16%,4.18%,6.71%,16.60%,5.94%,5.58%,7.15%,3.50%,2.42%,-1.12%,Upgrade
