Year,Current,2022,2021
Market Capitalization,130,278,270
Market Cap Growth,-,2.98%,-
Enterprise Value,130,279,270
PE Ratio,513.00,472.16,77.11
PB Ratio,-15.90,-15.90,-16.93
P/FCF Ratio,-137.00,-137.00,-275.13
P/OCF Ratio,-137.00,-137.00,-275.13
EV/EBITDA Ratio,110.22,236.06,76.95
EV/EBIT Ratio,110.22,236.06,76.95
EV/FCF Ratio,-137.27,-137.27,-274.54
Debt / Equity Ratio,-0.06,-0.06,-
Debt / EBITDA Ratio,0.93,0.93,-
Debt / FCF Ratio,-0.54,-0.54,-
Current Ratio,0.16,0.16,1.84
Return on Equity (ROE),-4.30%,-4.30%,-63.60%
Return on Assets (ROA),0.30%,0.30%,1.60%
Return on Capital (ROIC),0.50%,0.50%,1.60%
Earnings Yield,0.45%,0.21%,1.30%
FCF Yield,-1.57%,-0.73%,-0.36%
Buyback Yield / Dilution,-19.99%,-19.99%,-
Total Shareholder Return,-19.99%,-19.99%,-
