Year,Current,2022,2021
Market Capitalization,271,276,267
Market Cap Growth,-,3.49%,-
Enterprise Value,271,276,266
PE Ratio,202.60,184.46,-359.21
PB Ratio,-36.38,-36.38,-42.38
P/FCF Ratio,-491.32,-491.32,-260.20
P/OCF Ratio,-491.32,-491.32,-260.20
EV/EBITDA Ratio,181.08,184.23,-357.89
EV/EBIT Ratio,181.08,184.23,-357.89
EV/FCF Ratio,-490.72,-490.72,-259.24
Current Ratio,0.69,0.69,6.21
Return on Equity (ROE),-21.20%,-21.20%,39.70%
Return on Assets (ROA),0.70%,0.70%,-0.50%
Return on Capital (ROIC),0.70%,0.70%,-0.50%
Earnings Yield,0.55%,0.54%,-0.28%
FCF Yield,-0.21%,-0.20%,-0.38%
Buyback Yield / Dilution,-22.22%,-22.22%,-
Total Shareholder Return,-22.22%,-22.22%,-
