Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Market Capitalization,"1,327","2,475","3,098","2,704","2,381","1,395","1,880","1,153",547,665,600,Upgrade
Market Cap Growth,-,-20.10%,14.57%,13.55%,70.71%,-25.79%,63.10%,110.53%,-17.64%,10.83%,-,Upgrade
Enterprise Value,"2,470","2,442",974,"1,627","2,391","1,718","2,131","1,231",582,665,720,Upgrade
PE Ratio,11.93,12.61,13.78,13.44,12.36,10.88,24.57,21.53,14.11,22.94,30.29,Upgrade
PS Ratio,2.21,4.09,5.20,4.84,4.19,3.89,6.30,5.94,3.40,5.02,7.30,Upgrade
PB Ratio,0.56,1.04,1.20,1.08,1.02,0.87,1.41,1.71,0.91,1.23,2.57,Upgrade
P/FCF Ratio,7.49,16.02,15.03,20.00,16.57,10.32,27.41,15.48,16.11,21.63,24.67,Upgrade
P/OCF Ratio,5.92,11.39,11.17,17.52,13.74,8.79,22.70,14.36,12.58,18.68,19.50,Upgrade
EV/Sales Ratio,4.11,4.03,1.63,2.91,4.21,4.79,7.14,6.35,3.61,5.02,8.77,Upgrade
EV/EBITDA Ratio,16.41,9.35,3.31,6.14,9.27,10.20,16.41,13.85,8.87,13.18,24.42,Upgrade
EV/EBIT Ratio,18.37,9.91,3.45,6.45,9.71,10.74,17.51,15.36,10.07,15.15,29.44,Upgrade
EV/FCF Ratio,13.93,15.81,4.72,12.03,16.64,12.72,31.07,16.53,17.12,21.64,29.61,Upgrade
Debt / Equity Ratio,0.93,0.26,0.19,0.29,0.25,0.28,0.52,0.87,0.65,0.60,0.91,Upgrade
Debt / EBITDA Ratio,14.56,2.38,1.65,2.80,2.25,2.70,5.35,6.60,5.93,6.43,7.24,Upgrade
Debt / FCF Ratio,12.37,4.02,2.37,5.48,4.04,3.37,10.14,7.87,11.46,10.56,8.77,Upgrade
Asset Turnover,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),4.60%,8.20%,8.80%,8.20%,8.50%,8.50%,6.70%,8.40%,6.80%,6.50%,10.00%,Upgrade
Return on Assets (ROA),0.60%,1.10%,1.20%,1.20%,1.30%,1.30%,1.00%,1.00%,0.90%,0.80%,1.00%,Upgrade
Return on Capital (ROIC),0.80%,1.50%,1.80%,1.70%,1.80%,1.70%,1.60%,1.50%,1.40%,1.30%,1.20%,Upgrade
Earnings Yield,8.14%,7.93%,7.25%,7.44%,8.09%,9.19%,4.07%,4.65%,7.09%,4.36%,3.30%,Upgrade
FCF Yield,13.36%,6.24%,6.65%,5.00%,6.04%,9.69%,3.65%,6.46%,6.21%,4.62%,4.05%,Upgrade
Dividend Yield,4.90%,2.53%,1.83%,1.68%,1.80%,1.18%,0.59%,0.54%,1.00%,0.61%,0.24%,Upgrade
Payout Ratio,58.20%,32.30%,25.30%,22.50%,22.40%,12.50%,13.40%,11.80%,14.30%,12.90%,6.70%,Upgrade
Buyback Yield / Dilution,3.65%,4.05%,0.72%,-0.69%,-40.93%,-9.60%,-50.56%,-7.96%,-0.53%,-40.91%,-5.29%,Upgrade
Total Shareholder Return,8.55%,6.58%,2.55%,0.99%,-39.13%,-8.42%,-49.96%,-7.42%,0.47%,-40.29%,-5.05%,Upgrade
