Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Market Capitalization,963,851,"1,170",830,844,621,682,534,470,576,523,Upgrade
Market Cap Growth,-,-27.29%,41.04%,-1.64%,35.77%,-8.88%,27.79%,13.59%,-18.39%,10.13%,3.10%,Upgrade
Enterprise Value,965,853,"1,170",829,844,621,679,531,469,561,509,Upgrade
PE Ratio,0,-5.36,3.31,11.26,3.36,-18.12,4.03,4.74,-27.57,19.10,3.65,Upgrade
PS Ratio,30.92,-5.57,3.25,10.38,3.28,-21.81,3.90,4.52,-37.26,16.68,3.53,Upgrade
PB Ratio,0.85,0.75,0.88,0.80,0.85,0.81,0.83,0.79,0.81,0.89,0.81,Upgrade
P/FCF Ratio,19.01,20.62,20.37,25.37,37.49,25.26,37.93,23.27,12.91,19.45,10.72,Upgrade
P/OCF Ratio,19.01,20.62,20.37,25.37,37.49,25.26,37.93,23.27,12.91,19.45,10.72,Upgrade
EV/Sales Ratio,30.99,-5.59,3.25,10.38,3.28,-21.80,3.88,4.50,-37.21,16.26,3.44,Upgrade
EV/EBITDA Ratio,-0.06,-5.38,3.31,11.25,3.36,-18.12,4.01,4.71,-27.55,18.61,3.56,Upgrade
EV/EBIT Ratio,-0.06,-5.38,3.31,11.25,3.36,-18.12,4.01,4.71,-27.53,18.62,3.56,Upgrade
EV/FCF Ratio,19.05,20.68,20.36,25.36,37.51,25.25,37.78,23.16,12.89,18.96,10.44,Upgrade
Debt / Equity Ratio,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,Upgrade
Debt / EBITDA Ratio,-0.08,-0.02,0.00,0.01,0.00,-,-,-,-,-,-,Upgrade
Debt / FCF Ratio,0.06,0.07,0.00,0.02,0.04,-,-,-,-,-,-,Upgrade
Asset Turnover,0,-0.13,0.27,0.08,0.26,-0.04,0.21,0.17,-0.02,0.05,0.23,Upgrade
Return on Equity (ROE),-,-14.01%,26.53%,7.11%,25.24%,-4.48%,20.48%,16.69%,-2.92%,4.64%,22.08%,Upgrade
Return on Assets (ROA),-,-13.97%,26.53%,7.11%,25.21%,-4.48%,20.45%,16.69%,-2.92%,4.63%,22.08%,Upgrade
Return on Capital (ROIC),-,-13.98%,26.55%,7.12%,25.24%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Earnings Yield,-6.52%,-18.65%,30.22%,8.88%,29.76%,-5.52%,24.82%,21.11%,-3.63%,5.23%,27.39%,Upgrade
FCF Yield,5.26%,4.85%,4.91%,3.94%,2.67%,3.96%,2.64%,4.30%,7.75%,5.14%,9.33%,Upgrade
Dividend Yield,7.09%,4.52%,4.94%,3.26%,2.57%,3.71%,2.36%,2.99%,6.21%,4.46%,10.80%,Upgrade
Payout Ratio,0.00%,-24.26%,16.35%,36.66%,8.62%,-67.24%,9.52%,14.18%,-171.05%,85.20%,39.42%,Upgrade
Buyback Yield / Dilution,2.92%,-3.27%,0.25%,-1.85%,-0.55%,-1.62%,0.85%,5.73%,-8.87%,5.16%,Upgrade,
Total Shareholder Return,7.12%,7.44%,1.67%,3.51%,0.72%,3.16%,0.74%,3.85%,11.93%,-4.41%,15.96%,Upgrade
