Year,Current,2022,2021
Market Capitalization,70,319,310
Market Cap Growth,-,2.96%,-
Enterprise Value,70,319,309
PE Ratio,25.00,28.94,-144.41
PB Ratio,-5.04,-26.41,-14.90
P/FCF Ratio,-70.48,-313.46,-375.78
P/OCF Ratio,-70.48,-313.46,-375.78
EV/EBITDA Ratio,21.04,27.34,-144.06
EV/EBIT Ratio,21.04,27.34,-144.06
EV/FCF Ratio,-69.91,-312.69,-374.85
Current Ratio,0.19,0.26,0.37
Return on Equity (ROE),-21.60%,-87.70%,31.90%
Return on Assets (ROA),2.10%,5.70%,-0.80%
Return on Capital (ROIC),2.60%,6.20%,-0.90%
Earnings Yield,3.84%,3.46%,-0.69%
FCF Yield,-1.36%,-0.32%,-0.27%
Buyback Yield / Dilution,78.55%,-11.46%,-
Total Shareholder Return,78.55%,-11.46%,-
