Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"89,377","155,425","158,999","99,530","60,986","56,084","68,865","52,324","43,353","39,421","33,520",Upgrade
Market Cap Growth,-,-2.25%,59.75%,63.20%,8.74%,-18.56%,31.61%,20.69%,9.97%,17.61%,83.06%,Upgrade
Enterprise Value,"81,104","110,125","65,844","22,415","18,588","21,461","59,262","22,198","14,654","9,176","4,142",Upgrade
PE Ratio,13.69,23.43,29.66,32.71,17.30,16.85,31.59,29.97,31.78,31.26,33.19,Upgrade
PS Ratio,4.18,7.49,8.59,8.51,5.69,5.54,7.99,7.00,6.80,6.51,6.17,Upgrade
PB Ratio,2.44,4.25,2.83,1.78,2.81,2.71,3.72,3.19,3.24,3.34,3.23,Upgrade
P/FCF Ratio,11.15,143.12,132.28,16.00,7.08,4.72,-55.58,16.07,44.24,20.24,23.82,Upgrade
P/OCF Ratio,10.09,75.56,75.07,14.53,6.54,4.50,-82.08,14.52,34.79,16.79,20.24,Upgrade
EV/Sales Ratio,3.82,5.30,3.56,1.92,1.73,2.12,6.88,2.97,2.30,1.51,0.76,Upgrade
EV/EBITDA Ratio,7.43,10.35,7.42,4.57,3.58,4.41,15.12,6.88,5.85,3.97,2.17,Upgrade
EV/EBIT Ratio,8.40,11.73,8.54,5.21,3.83,4.70,16.24,7.42,6.43,4.34,2.43,Upgrade
EV/FCF Ratio,10.21,101.40,54.78,3.60,2.16,1.81,-47.83,6.82,14.95,4.71,2.94,Upgrade
Debt / Equity Ratio,2.00,1.03,0.42,0.24,0.34,0.33,1.07,0.18,0.21,0.16,0.18,Upgrade
Debt / EBITDA Ratio,6.66,3.56,2.68,2.78,1.43,1.41,5.04,0.89,1.15,0.82,1.00,Upgrade
Debt / FCF Ratio,9.15,34.88,19.77,2.19,0.86,0.58,-15.94,0.88,2.94,0.97,1.35,Upgrade
Asset Turnover,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),17.80%,16.00%,9.50%,8.40%,16.40%,16.50%,12.30%,11.40%,10.70%,11.10%,10.10%,Upgrade
Return on Assets (ROA),1.20%,1.10%,0.90%,0.70%,1.20%,1.20%,0.90%,0.80%,0.80%,0.90%,0.70%,Upgrade
Return on Capital (ROIC),1.90%,1.80%,1.50%,1.20%,2.00%,1.90%,1.70%,1.70%,1.60%,1.80%,1.60%,Upgrade
Earnings Yield,7.78%,4.27%,3.37%,3.06%,5.78%,5.94%,3.17%,3.34%,3.15%,3.20%,3.01%,Upgrade
FCF Yield,8.97%,0.70%,0.76%,6.25%,14.13%,21.19%,-1.80%,6.22%,2.26%,4.94%,4.20%,Upgrade
Dividend Yield,1.86%,1.29%,0.86%,1.04%,1.47%,1.12%,0.63%,0.69%,0.73%,0.80%,0.93%,Upgrade
Payout Ratio,30.10%,30.10%,25.40%,33.80%,25.30%,18.60%,19.60%,20.50%,23.10%,25.00%,30.80%,Upgrade
Buyback Yield / Dilution,3.31%,0.16%,-32.20%,-8.71%,3.01%,-0.59%,-1.42%,-0.53%,-0.91%,-1.70%,-1.41%,Upgrade
Total Shareholder Return,5.18%,1.45%,-31.34%,-7.67%,4.48%,0.53%,-0.80%,0.16%,-0.18%,-0.90%,-0.49%,Upgrade
