Year,Current,2022,2021
Market Capitalization,76,228,167
Market Cap Growth,-,36.24%,-
Enterprise Value,76,228,167
PE Ratio,258.25,271.56,-296.63
PB Ratio,1201.18,3608.41,173.89
P/FCF Ratio,-349.62,-349.62,-150.16
P/OCF Ratio,-349.62,-349.62,-150.16
EV/EBITDA Ratio,58.19,174.82,-295.89
EV/EBIT Ratio,58.19,174.82,-295.89
EV/FCF Ratio,-349.60,-349.60,-149.79
Current Ratio,0.41,0.41,3.63
Return on Equity (ROE),167.00%,167.00%,-114.30%
Return on Assets (ROA),0.50%,0.50%,-0.60%
Return on Capital (ROIC),0.70%,0.70%,-0.60%
Earnings Yield,1.11%,0.37%,-0.34%
FCF Yield,-0.86%,-0.29%,-0.67%
Buyback Yield / Dilution,-118.54%,-118.54%,-
Total Shareholder Return,-118.54%,-118.54%,-
