Year,Current,2022,2021
Market Capitalization,242,237,227
Market Cap Growth,-,4.71%,-
Enterprise Value,58,54,44
PE Ratio,3692.52,3624.99,-2811.85
PB Ratio,-57.19,-57.19,-70.39
P/FCF Ratio,-178.04,-178.04,-133293.38
P/OCF Ratio,-178.04,-178.04,-133293.38
EV/EBITDA Ratio,148.82,137.53,-541.04
EV/EBIT Ratio,148.82,137.53,-541.04
EV/FCF Ratio,-40.39,-40.39,-25647.53
Debt / Equity Ratio,-1.08,-1.08,-1.13
Debt / EBITDA Ratio,11.46,11.46,-45.29
Debt / FCF Ratio,-3.37,-3.37,-2147.06
Current Ratio,0.07,0.07,0.25
Return on Equity (ROE),-1.70%,-1.70%,5.00%
Return on Assets (ROA),0.00%,0.00%,-0.10%
Return on Capital (ROIC),0.40%,0.40%,234.90%
Earnings Yield,0.03%,0.03%,-0.04%
FCF Yield,-0.55%,-0.56%,-0.00%
Buyback Yield / Dilution,-365.63%,-365.63%,-
Total Shareholder Return,-365.63%,-365.63%,-
