Year,Current,2022,2021
Market Capitalization,95,134,-
Enterprise Value,95,134,0
PE Ratio,-309.93,-309.93,-
PB Ratio,-31.30,-31.30,-
P/FCF Ratio,-165.78,-165.78,-
P/OCF Ratio,-165.78,-165.78,-
EV/EBITDA Ratio,-905.70,-905.70,-6.53
EV/EBIT Ratio,-905.70,-905.70,-6.53
EV/FCF Ratio,-165.30,-165.30,-1380.98
Debt / Equity Ratio,-,-,27.19
Debt / EBITDA Ratio,-,-,-6.64
Debt / FCF Ratio,-,-,-1403.76
Current Ratio,0.30,0.30,1.02
Return on Equity (ROE),13.10%,13.10%,-
Return on Assets (ROA),-0.40%,-0.40%,-
Return on Capital (ROIC),-0.10%,-0.10%,-
Earnings Yield,-0.46%,-0.32%,-
FCF Yield,-0.85%,-0.60%,-
Buyback Yield / Dilution,-420.01%,-420.01%,-
Total Shareholder Return,-420.01%,-420.01%,-
