Year,Current,2022,2021
Market Capitalization,72,66,-
Enterprise Value,72,66,0
PE Ratio,7.08,489.98,-
PB Ratio,70.45,13.10,-
P/FCF Ratio,-,-188.22,-
P/OCF Ratio,-,-188.22,-
EV/EBITDA Ratio,-,304.11,-11.55
EV/EBIT Ratio,-,304.11,-11.55
EV/FCF Ratio,-,-188.10,-11.55
Debt / Equity Ratio,0.35,0.03,9.49
Debt / EBITDA Ratio,-,0.71,-50.83
Debt / FCF Ratio,-,-0.44,-50.83
Current Ratio,0.37,1.16,0.58
Return on Equity (ROE),-,5.30%,-
Return on Assets (ROA),-,0.50%,-
Return on Capital (ROIC),-,0.80%,-
Earnings Yield,-0.11%,0.20%,-
FCF Yield,-0.53%,-,
Buyback Yield / Dilution,-454.85%,-113.62%,-
Total Shareholder Return,-454.85%,-113.62%,-
