Year,Current,2022,2021
Market Capitalization,47,166,159
Market Cap Growth,-,4.01%,-
Enterprise Value,49,168,159
PE Ratio,9.42,27.91,26.99
PB Ratio,-19.99,-19.99,-13.48
P/FCF Ratio,-380.09,-380.09,-177.10
P/OCF Ratio,-380.09,-380.09,-177.10
EV/EBITDA Ratio,7.91,27.06,26.94
EV/EBIT Ratio,7.91,27.06,26.94
EV/FCF Ratio,-384.24,-384.24,-176.81
Debt / Equity Ratio,-0.27,-0.27,-
Debt / EBITDA Ratio,0.36,0.36,-
Debt / FCF Ratio,-5.08,-5.08,-
Current Ratio,0.19,0.19,2.41
Return on Equity (ROE),-79.00%,-79.00%,-77.20%
Return on Assets (ROA),5.90%,5.90%,9.10%
Return on Capital (ROIC),6.20%,6.20%,9.20%
Earnings Yield,12.59%,3.58%,3.71%
FCF Yield,-0.92%,-0.26%,-0.56%
Buyback Yield / Dilution,33.17%,33.17%,-
Total Shareholder Return,33.17%,33.17%,-
