Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1998
Market Capitalization,"1,056","1,121","1,818","1,221","1,098",725,"1,084",731,735,"1,142","1,278",Upgrade
Market Cap Growth,-,-38.33%,48.92%,11.17%,51.48%,-33.11%,48.17%,-0.47%,-35.64%,-10.62%,66.90%,Upgrade
Enterprise Value,"3,979","3,876","4,626","4,313","4,419","4,058","4,319","3,388","3,555","3,791","3,002",Upgrade
PE Ratio,27.12,5.76,5.18,5.76,6.54,6.26,13.02,9.55,16.28,11.01,16.97,Upgrade
PS Ratio,0.87,0.80,1.13,0.81,0.79,0.53,0.91,0.71,0.65,1.09,1.65,Upgrade
PB Ratio,0.89,0.95,1.53,1.00,1.07,0.89,1.86,1.31,1.23,1.83,2.23,Upgrade
P/FCF Ratio,6.73,6.46,6.74,4.39,5.35,6.08,11.33,7.41,8.40,12.91,20.83,Upgrade
P/OCF Ratio,5.50,5.32,6.00,3.90,4.49,3.88,8.75,5.61,6.33,10.24,17.09,Upgrade
EV/Sales Ratio,3.29,2.77,2.87,2.87,3.16,2.98,3.64,3.29,3.15,3.63,3.88,Upgrade
EV/EBITDA Ratio,12.42,7.53,7.05,8.07,9.63,9.20,11.38,9.73,12.17,10.95,14.47,Upgrade
EV/EBIT Ratio,14.70,8.35,7.64,8.77,10.57,10.15,12.72,10.82,13.73,11.88,15.48,Upgrade
EV/FCF Ratio,25.34,22.35,17.15,15.50,21.54,34.01,45.13,34.34,40.62,42.86,48.93,Upgrade
Debt / Equity Ratio,2.60,2.46,2.53,2.70,3.44,4.27,5.92,5.02,4.94,4.45,3.24,Upgrade
Debt / EBITDA Ratio,9.62,5.63,4.57,6.14,7.65,7.91,9.08,8.06,10.08,8.01,8.92,Upgrade
Debt / FCF Ratio,19.62,16.71,11.11,11.79,17.13,29.26,36.02,28.44,33.64,31.35,30.16,Upgrade
Asset Turnover,0.27,0.31,0.35,0.32,0.29,0.29,0.29,0.28,0.28,0.29,0.38,Upgrade
Return on Equity (ROE),3.10%,16.00%,26.90%,19.80%,18.10%,16.40%,14.40%,12.90%,7.20%,17.70%,14.70%,Upgrade
Return on Assets (ROA),0.80%,4.30%,7.50%,4.50%,3.50%,2.50%,2.00%,2.00%,1.10%,2.90%,3.70%,Upgrade
Return on Capital (ROIC),4.20%,7.30%,9.20%,7.00%,5.70%,5.60%,5.50%,5.60%,4.40%,6.00%,6.50%,Upgrade
Earnings Yield,3.54%,17.35%,19.29%,17.35%,15.29%,15.98%,7.68%,10.47%,6.14%,9.08%,5.89%,Upgrade
FCF Yield,14.87%,15.47%,14.83%,22.79%,18.68%,16.46%,8.83%,13.49%,11.91%,7.75%,4.80%,Upgrade
Buyback Yield / Dilution,9.24%,16.25%,1.76%,-0.75%,-10.16%,-8.21%,-1.91%,2.77%,3.08%,-4.93%,-1.42%,Upgrade
Total Shareholder Return,9.24%,16.25%,1.76%,-0.75%,-10.16%,-8.21%,-1.91%,2.77%,3.08%,-4.93%,-1.42%,Upgrade
