Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2006
Market Capitalization,"54,767","39,973","43,583","23,046","24,684","16,338","10,058","6,918","7,245","9,949","7,013",Upgrade
Market Cap Growth,-,-8.28%,89.11%,-6.63%,51.08%,62.44%,45.38%,-4.51%,-27.18%,41.85%,89.00%,Upgrade
Enterprise Value,"89,442","69,314","71,635","49,477","48,460","36,037","27,516","21,117","23,172","18,392","7,117",Upgrade
PE Ratio,-88.05,-43.92,9.56,11.84,12.52,14.88,10.21,24.10,14.83,20.83,10.15,Upgrade
PS Ratio,6.95,6.99,2.68,5.45,5.85,6.82,2.83,3.39,6.94,8.96,9.20,Upgrade
PB Ratio,2.77,2.13,2.48,1.68,2.28,1.89,1.40,1.17,1.31,1.85,2.58,Upgrade
P/FCF Ratio,-5.50,-7.45,-5.99,-3.77,-4.19,-2.13,-2.77,-4.60,58.01,7.51,2.74,Upgrade
P/OCF Ratio,-5.56,-7.57,-6.07,-3.87,-4.34,-2.15,-2.85,-4.80,18.80,6.68,2.72,Upgrade
EV/Sales Ratio,11.40,12.12,4.41,11.69,11.48,15.04,7.74,10.35,22.20,16.57,9.33,Upgrade
EV/EBITDA Ratio,54.83,91.06,10.02,13.81,13.55,19.88,13.41,18.79,20.54,21.42,8.59,Upgrade
EV/EBIT Ratio,54.83,91.06,10.02,13.81,13.55,19.88,13.41,18.79,20.54,21.42,8.59,Upgrade
EV/FCF Ratio,-9.75,-12.92,-9.84,-8.10,-8.23,-4.69,-7.58,-14.03,185.54,13.88,2.78,Upgrade
Debt / Equity Ratio,2.27,2.27,2.19,2.44,2.50,2.58,2.95,3.12,3.37,2.01,0.70,Upgrade
Debt / EBITDA Ratio,27.39,56.13,5.39,9.33,7.55,12.32,10.33,16.50,16.59,12.62,2.30,Upgrade
Debt / FCF Ratio,-5.43,-7.97,-5.30,-5.47,-4.59,-2.91,-5.84,-12.32,149.85,8.18,0.74,Upgrade
Asset Turnover,0.03,0.02,0.07,0.06,0.07,0.05,0.08,0.06,0.02,0.02,0.02,Upgrade
Return on Equity (ROE),-2.70%,-5.10%,28.00%,17.20%,19.70%,13.10%,14.60%,5.10%,8.60%,9.90%,28.60%,Upgrade
Return on Assets (ROA),-0.20%,-0.30%,1.90%,2.90%,3.50%,2.20%,2.30%,0.80%,0.70%,0.80%,1.50%,Upgrade
Return on Capital (ROIC),0.50%,0.30%,2.70%,3.90%,4.50%,2.70%,3.40%,2.20%,1.40%,1.20%,1.70%,Upgrade
Earnings Yield,-0.94%,-2.28%,10.46%,8.44%,7.99%,6.72%,9.79%,4.15%,6.74%,4.80%,9.86%,Upgrade
FCF Yield,-15.09%,-13.42%,-16.70%,-26.50%,-23.86%,-47.04%,-36.09%,-21.76%,1.72%,13.32%,36.55%,Upgrade
Dividend Yield,1.29%,1.14%,0.83%,1.34%,1.13%,2.07%,3.37%,4.47%,10.53%,8.41%,6.94%,Upgrade
Payout Ratio,-60.40%,-50.40%,7.30%,15.40%,13.80%,29.70%,31.90%,100.00%,145.00%,162.40%,64.50%,Upgrade
Buyback Yield / Dilution,-49.81%,-18.39%,-8.46%,-4.66%,-4.49%,-5.42%,-4.73%,-0.15%,-17.15%,-37.23%,-18.17%,Upgrade
Total Shareholder Return,-48.51%,-17.24%,-7.64%,-3.32%,-3.36%,-3.34%,-1.36%,4.32%,-6.62%,-28.83%,-11.23%,Upgrade
