Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Market Capitalization,"14,644","12,974","10,784","9,356","11,290","8,852","9,087","8,845","7,888","7,706","7,467",Upgrade
Market Cap Growth,-,20.31%,15.27%,-17.13%,27.55%,-2.59%,2.74%,12.13%,2.37%,3.20%,31.33%,Upgrade
Enterprise Value,"16,337","14,660","12,432","10,464","11,116","8,829","9,085","8,996","8,237","7,906","7,343",Upgrade
PE Ratio,22.50,21.73,7.82,18.20,11.18,99.41,18.82,8.88,8.07,6.43,5.93,Upgrade
PS Ratio,1.19,1.08,0.91,0.98,1.37,1.20,1.37,1.53,1.39,1.36,1.32,Upgrade
PB Ratio,1.65,1.54,1.06,0.96,1.24,1.13,1.09,1.10,1.04,1.03,1.07,Upgrade
P/FCF Ratio,3.80,3.51,2.81,3.26,6.10,14.51,7.82,6.39,7.12,7.31,6.80,Upgrade
P/OCF Ratio,3.80,3.51,2.81,3.26,6.10,14.51,7.82,6.39,7.12,7.31,6.80,Upgrade
EV/Sales Ratio,1.31,1.22,1.05,1.09,1.35,1.20,1.37,1.55,1.45,1.39,1.30,Upgrade
EV/EBITDA Ratio,20.36,21.28,7.69,16.85,9.83,-41.81,20.14,7.92,7.17,5.55,4.60,Upgrade
EV/EBIT Ratio,20.36,21.28,7.69,16.85,9.83,-41.81,20.14,7.92,7.17,5.55,4.60,Upgrade
EV/FCF Ratio,4.18,3.97,3.24,3.64,6.00,14.47,7.81,6.50,7.43,7.50,6.69,Upgrade
Debt / Equity Ratio,0.34,0.37,0.30,0.20,0.07,0.08,0.08,0.08,0.08,0.09,0.07,Upgrade
Debt / EBITDA Ratio,3.84,4.48,1.91,3.08,0.56,-3.00,1.40,0.56,0.55,0.45,0.31,Upgrade
Debt / FCF Ratio,0.79,0.83,0.81,0.66,0.34,1.04,0.54,0.46,0.57,0.61,0.44,Upgrade
Asset Turnover,0.32,0.31,0.33,0.32,0.31,0.31,0.29,0.27,0.27,0.27,0.28,Upgrade
Return on Equity (ROE),7.80%,6.90%,13.70%,5.50%,11.40%,1.10%,5.80%,12.50%,12.80%,16.40%,18.60%,Upgrade
Return on Assets (ROA),1.70%,1.60%,3.80%,1.70%,3.80%,0.40%,2.10%,4.70%,4.60%,5.70%,6.40%,Upgrade
Return on Capital (ROIC),2.00%,1.70%,4.40%,2.10%,4.30%,-0.90%,1.90%,5.30%,5.30%,6.70%,8.00%,Upgrade
Earnings Yield,4.47%,4.60%,12.79%,5.49%,8.94%,1.01%,5.31%,11.26%,12.40%,15.56%,16.87%,Upgrade
FCF Yield,26.33%,28.48%,35.54%,30.72%,16.40%,6.89%,12.80%,15.64%,14.05%,13.69%,14.71%,Upgrade
Dividend Yield,1.77%,1.96%,2.26%,2.65%,2.08%,2.43%,2.28%,2.17%,2.18%,1.88%,1.41%,Upgrade
Payout Ratio,39.20%,42.80%,17.90%,48.40%,23.20%,243.10%,42.90%,19.70%,17.90%,12.20%,8.50%,Upgrade
Buyback Yield / Dilution,0.29%,0.52%,1.49%,2.00%,-0.33%,1.03%,-0.48%,5.13%,4.78%,5.54%,7.36%,Upgrade
Total Shareholder Return,2.04%,2.48%,3.76%,4.65%,1.75%,3.46%,1.80%,7.30%,6.97%,7.42%,8.77%,Upgrade
