Year,Current,2022,2021
Market Capitalization,441,429,419
Market Cap Growth,-,2.37%,-
Enterprise Value,444,432,421
PE Ratio,92.55,2092.44,-315.10
PB Ratio,-27.22,-27.49,-32.50
P/FCF Ratio,-260.07,-163.96,-195.31
P/OCF Ratio,-260.07,-163.96,-195.31
EV/EBITDA Ratio,68.30,437.10,-316.28
EV/EBIT Ratio,68.30,437.10,-316.28
EV/FCF Ratio,-261.96,-165.18,-196.05
Debt / Equity Ratio,-0.21,-0.21,-0.16
Debt / EBITDA Ratio,0.51,3.34,-1.50
Debt / FCF Ratio,-1.96,-1.26,-0.93
Current Ratio,0.06,0.13,0.65
Return on Equity (ROE),-30.90%,-1.40%,21.40%
Return on Assets (ROA),1.30%,0.10%,-0.80%
Return on Capital (ROIC),1.90%,0.30%,-0.80%
Earnings Yield,1.07%,0.05%,-0.32%
FCF Yield,-0.38%,-0.61%,-0.51%
Buyback Yield / Dilution,-79.96%,-,
Total Shareholder Return,-79.96%,-,
