Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"31,683","36,793","47,964","37,608","46,414","46,542","55,154","50,097","45,052","45,670","40,129",Upgrade
Market Cap Growth,-,-23.29%,27.54%,-18.97%,-0.27%,-15.61%,10.09%,11.20%,-1.35%,13.81%,33.62%,Upgrade
Enterprise Value,"-46,848","-33,871","-38,948","-90,080","-24,809","7,114","-4,472","7,354","-52,762","-44,958","-75,719",Upgrade
PE Ratio,12.55,15.58,13.50,10.99,10.87,11.36,14.09,14.63,14.76,18.31,19.67,Upgrade
PS Ratio,1.86,2.25,3.01,2.38,2.82,2.84,3.55,3.29,2.97,2.91,2.69,Upgrade
PB Ratio,0.77,0.90,1.12,0.82,1.12,1.15,1.34,1.29,1.18,1.22,1.07,Upgrade
P/FCF Ratio,2.59,2.67,28.95,9.86,-41.66,9.48,15.89,9.10,12.78,10.68,-32.08,Upgrade
P/OCF Ratio,2.33,2.44,16.90,7.46,483.48,7.76,11.82,7.99,10.92,10.19,-62.51,Upgrade
EV/Sales Ratio,-2.47,-2.07,-2.44,-5.70,-1.51,0.43,-0.29,0.48,-3.47,-2.87,-5.08,Upgrade
EV/EBITDA Ratio,-8.00,-6.81,-5.99,-14.79,-3.61,1.09,-0.74,1.18,-9.37,-9.42,-14.89,Upgrade
EV/EBIT Ratio,-11.40,-10.14,-8.40,-20.20,-4.46,1.37,-0.98,1.56,-12.65,-12.92,-20.49,Upgrade
EV/FCF Ratio,-3.44,-2.46,-23.51,-23.61,22.27,1.45,-1.29,1.34,-14.96,-10.51,60.53,Upgrade
Debt / Equity Ratio,1.47,1.06,0.89,0.82,1.05,1.20,1.19,0.91,0.97,0.87,0.81,Upgrade
Debt / EBITDA Ratio,11.45,8.68,5.88,6.18,6.32,7.42,8.13,5.65,6.59,6.82,5.95,Upgrade
Debt / FCF Ratio,4.92,3.14,23.08,9.86,-39.01,9.89,14.19,6.39,10.51,7.60,-24.20,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),6.30%,5.80%,8.00%,7.80%,10.30%,9.90%,9.70%,8.80%,8.00%,6.60%,5.60%,Upgrade
Return on Assets (ROA),0.60%,0.50%,0.80%,0.80%,1.20%,1.10%,1.10%,0.90%,0.80%,0.60%,0.60%,Upgrade
Return on Capital (ROIC),1.10%,1.00%,1.40%,1.40%,1.80%,1.80%,1.60%,1.70%,1.50%,1.30%,1.50%,Upgrade
Earnings Yield,8.20%,6.42%,7.41%,9.10%,9.20%,8.80%,7.10%,6.84%,6.78%,5.46%,5.08%,Upgrade
FCF Yield,38.64%,37.42%,3.45%,10.15%,-2.40%,10.55%,6.29%,10.99%,7.83%,9.37%,-3.12%,Upgrade
Dividend Yield,3.69%,3.14%,2.32%,2.94%,2.40%,2.25%,1.62%,1.54%,1.68%,1.64%,1.67%,Upgrade
Payout Ratio,45.60%,48.80%,31.20%,32.30%,26.00%,25.60%,23.00%,22.80%,24.90%,30.40%,33.30%,Upgrade
Buyback Yield / Dilution,0.77%,4.85%,4.05%,5.36%,6.36%,3.19%,2.96%,3.64%,2.20%,1.47%,2.04%,Upgrade
Total Shareholder Return,4.50%,8.00%,6.37%,8.31%,8.76%,5.44%,4.58%,5.18%,3.87%,3.11%,3.70%,Upgrade
