Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Market Capitalization,"1,061","1,242","1,274","1,160","1,423","1,251","1,224","1,117",851,961,866,Upgrade
Market Cap Growth,-,-2.52%,9.80%,-18.49%,13.82%,2.20%,9.59%,31.22%,-11.43%,10.89%,22.49%,Upgrade
Enterprise Value,"1,099","1,275","1,267","1,167","1,413","1,213","1,182","1,097",803,918,811,Upgrade
PE Ratio,39.56,26.67,9.75,8.40,14.29,15.03,19.61,17.29,-61.43,16.19,14.12,Upgrade
PS Ratio,1.28,1.56,1.44,1.37,1.62,1.50,1.46,1.36,1.07,1.23,1.16,Upgrade
PB Ratio,1.30,1.53,1.37,1.31,1.76,1.74,1.75,1.67,1.32,1.36,1.25,Upgrade
P/FCF Ratio,23.38,29.40,9.57,11.66,13.84,10.73,16.08,11.89,45.14,10.03,8.18,Upgrade
P/OCF Ratio,22.41,28.01,9.01,10.60,12.66,9.79,14.92,11.30,37.17,9.85,7.82,Upgrade
EV/Sales Ratio,1.35,1.60,1.43,1.38,1.61,1.45,1.41,1.34,1.01,1.18,1.09,Upgrade
EV/EBITDA Ratio,25.81,18.64,7.20,6.17,10.53,10.54,11.96,10.63,-40.82,9.51,8.10,Upgrade
EV/EBIT Ratio,31.60,21.21,7.69,6.66,11.42,11.63,13.62,11.74,-28.14,11.01,9.23,Upgrade
EV/FCF Ratio,24.54,30.18,9.52,11.73,13.74,10.41,15.54,11.68,42.62,9.58,7.65,Upgrade
Debt / Equity Ratio,0.08,0.07,0.06,0.07,0.04,-,-,-,-,-,-,Upgrade
Debt / EBITDA Ratio,1.58,0.85,0.32,0.32,0.25,-,-,-,-,-,-,Upgrade
Debt / FCF Ratio,1.50,1.38,0.43,0.61,0.33,-,-,-,-,-,-,Upgrade
Asset Turnover,0.42,0.41,0.42,0.42,0.44,0.45,0.46,0.47,0.46,0.47,0.47,Upgrade
Return on Equity (ROE),3.30%,5.70%,14.30%,16.70%,12.70%,11.80%,9.00%,9.60%,-2.10%,8.40%,8.90%,Upgrade
Return on Assets (ROA),1.30%,2.40%,6.20%,6.90%,5.00%,4.50%,3.40%,3.70%,-0.80%,3.60%,3.80%,Upgrade
Return on Capital (ROIC),1.80%,3.00%,7.80%,8.70%,6.20%,5.80%,4.90%,5.40%,-1.70%,5.10%,5.60%,Upgrade
Earnings Yield,2.52%,3.75%,10.26%,11.91%,7.00%,6.65%,5.10%,5.78%,-1.63%,6.18%,7.08%,Upgrade
FCF Yield,4.28%,3.40%,10.45%,8.58%,7.23%,9.32%,6.22%,8.41%,2.22%,9.97%,12.23%,Upgrade
Dividend Yield,5.05%,4.26%,4.22%,4.69%,3.66%,3.90%,3.71%,3.77%,4.89%,4.07%,4.21%,Upgrade
Payout Ratio,200.00%,113.60%,40.70%,38.90%,52.10%,58.40%,72.60%,65.30%,-301.10%,66.20%,60.20%,Upgrade
Buyback Yield / Dilution,-0.23%,1.44%,1.28%,1.43%,-0.71%,-0.62%,-0.69%,-1.11%,1.24%,1.05%,0.54%,Upgrade
Total Shareholder Return,4.88%,5.71%,5.50%,6.12%,2.96%,3.27%,3.02%,2.66%,6.13%,5.12%,4.76%,Upgrade
