Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Market Capitalization,"3,781","5,136","5,177","3,521","4,046","3,750","4,606","3,757","2,347","2,184","1,842",Upgrade
Market Cap Growth,-,-0.80%,47.04%,-12.99%,7.92%,-18.60%,22.61%,60.09%,7.43%,18.61%,37.71%,Upgrade
Enterprise Value,"5,362","6,260","1,819",833,"3,378","3,471","4,484","3,318","2,994","2,280","2,015",Upgrade
PE Ratio,7.07,10.66,11.82,12.96,11.65,11.19,18.58,19.53,16.09,15.06,14.30,Upgrade
PS Ratio,1.93,2.74,2.93,2.46,2.87,2.92,4.11,3.71,2.67,2.75,2.53,Upgrade
PB Ratio,0.75,1.07,1.15,0.86,1.10,1.15,1.55,1.39,1.00,1.06,0.97,Upgrade
P/FCF Ratio,4.06,3.89,4.82,-6.05,21.99,12.14,13.45,13.56,-522.32,12.98,7.38,Upgrade
P/OCF Ratio,3.84,3.74,4.58,-6.79,15.21,9.94,11.47,12.08,60.23,10.58,6.41,Upgrade
EV/Sales Ratio,2.73,3.33,1.03,0.58,2.40,2.70,4.00,3.27,3.40,2.87,2.77,Upgrade
EV/EBITDA Ratio,6.33,8.00,2.46,1.71,5.94,6.58,9.90,8.62,10.23,8.02,8.04,Upgrade
EV/EBIT Ratio,6.96,8.94,2.85,2.14,7.04,7.54,11.50,10.00,11.89,9.25,8.98,Upgrade
EV/FCF Ratio,5.76,4.74,1.69,-1.43,18.36,11.24,13.09,11.98,-666.41,13.55,8.08,Upgrade
Debt / Equity Ratio,0.72,0.75,0.54,0.59,0.48,0.37,0.41,0.30,0.65,0.64,0.49,Upgrade
Debt / EBITDA Ratio,4.24,4.60,3.28,5.01,3.14,2.30,2.69,2.10,5.21,4.64,3.68,Upgrade
Debt / FCF Ratio,3.86,2.73,2.26,-4.19,9.69,3.93,3.56,2.92,-339.78,7.84,3.70,Upgrade
Asset Turnover,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),11.10%,10.30%,10.00%,6.80%,9.90%,10.60%,8.60%,7.40%,6.40%,7.20%,6.90%,Upgrade
Return on Assets (ROA),1.00%,0.90%,0.90%,0.60%,1.00%,1.10%,0.90%,0.80%,0.70%,0.80%,0.70%,Upgrade
Return on Capital (ROIC),1.50%,1.40%,1.40%,1.00%,1.40%,1.60%,1.50%,1.40%,1.20%,1.30%,1.30%,Upgrade
Earnings Yield,14.14%,9.38%,8.46%,7.71%,8.59%,8.93%,5.38%,5.12%,6.22%,6.64%,6.99%,Upgrade
FCF Yield,24.61%,25.73%,20.74%,-16.53%,4.55%,8.24%,7.43%,7.37%,-0.19%,7.70%,13.55%,Upgrade
Dividend Yield,2.39%,1.59%,1.38%,1.85%,1.42%,1.16%,0.69%,0.69%,0.97%,0.93%,0.49%,Upgrade
Payout Ratio,16.00%,16.70%,16.10%,23.70%,16.40%,12.80%,12.40%,12.50%,14.40%,12.80%,5.40%,Upgrade
Buyback Yield / Dilution,-6.48%,-3.99%,0.40%,-0.69%,-0.72%,-0.92%,-4.45%,-4.50%,-2.15%,-1.80%,-3.98%,Upgrade
Total Shareholder Return,-4.09%,-2.40%,1.79%,1.15%,0.71%,0.24%,-3.76%,-3.80%,-1.17%,-0.86%,-3.50%,Upgrade
