Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2006
Market Capitalization,342,284,265,257,374,314,751,852,693,"1,219","1,243",Upgrade
Market Cap Growth,-,6.96%,3.15%,-31.22%,19.24%,-58.22%,-11.88%,22.98%,-43.18%,-1.94%,46.86%,Upgrade
Enterprise Value,-251,-342,-348,-401,-300,-298,132,469,227,"1,001","1,017",Upgrade
PE Ratio,9.68,11.20,15.10,66.54,-93.83,-0.90,-16.70,18.98,-2.12,11.13,5.51,Upgrade
PS Ratio,0.64,0.54,0.45,0.53,0.70,1.71,1.16,1.45,5.63,2.54,1.63,Upgrade
PB Ratio,0.69,0.56,0.56,0.55,0.78,0.66,0.90,0.98,0.84,1.05,1.18,Upgrade
P/FCF Ratio,-15.26,-8.93,-4.71,-2.82,229.31,-5.29,7.95,-23.81,-12.06,-9.12,-13.26,Upgrade
P/OCF Ratio,-15.26,-8.93,-4.71,-2.82,229.31,-5.29,7.95,-23.81,-12.06,-9.12,-13.41,Upgrade
EV/Sales Ratio,-0.50,-0.65,-0.59,-0.83,-0.56,-1.63,0.21,0.80,1.84,2.09,1.33,Upgrade
EV/EBITDA Ratio,-6.91,-11.91,-12.60,-37.89,-108.01,0.86,-2.94,10.25,-0.69,9.15,4.49,Upgrade
EV/EBIT Ratio,-6.91,-11.91,-12.60,-37.96,-108.83,0.86,-2.92,10.34,-0.69,9.19,4.50,Upgrade
EV/FCF Ratio,12.91,10.76,6.18,4.39,-184.17,5.03,1.40,-13.11,-3.95,-7.48,-10.85,Upgrade
Debt / Equity Ratio,0.12,0.16,0.21,0.21,0.20,0.19,1.10,0.98,1.07,0.94,1.06,Upgrade
Debt / EBITDA Ratio,1.56,2.80,3.55,9.04,33.63,-0.26,-20.27,18.78,-2.69,9.97,4.91,Upgrade
Debt / FCF Ratio,-2.91,-2.53,-1.74,-1.05,57.34,-1.54,9.67,-24.03,-15.37,-8.16,-11.86,Upgrade
Asset Turnover,0.35,0.35,0.41,0.37,0.38,0.08,0.21,0.22,0.04,0.16,0.26,Upgrade
Return on Equity (ROE),7.50%,5.30%,3.80%,0.90%,-0.80%,-59.00%,-5.20%,5.40%,-33.20%,9.80%,23.70%,Upgrade
Return on Assets (ROA),2.40%,1.70%,1.20%,0.30%,-0.30%,-15.90%,-1.40%,1.60%,-11.00%,3.60%,7.60%,Upgrade
Return on Capital (ROIC),4.20%,3.20%,3.50%,1.60%,0.40%,-22.10%,-1.70%,1.90%,-12.60%,3.90%,8.60%,Upgrade
Earnings Yield,10.47%,8.93%,6.62%,1.50%,-1.07%,-111.61%,-5.99%,5.27%,-47.12%,8.99%,18.15%,Upgrade
FCF Yield,-6.08%,-11.20%,-21.22%,-35.50%,0.44%,-18.91%,12.58%,-4.20%,-8.29%,-10.97%,-7.54%,Upgrade
Buyback Yield / Dilution,-16.11%,-15.77%,5.31%,-0.55%,-0.36%,2.84%,0.90%,-1.83%,3.18%,-0.77%,-0.60%,Upgrade
Total Shareholder Return,-16.11%,-15.77%,5.31%,-0.55%,-0.36%,2.84%,0.90%,-1.83%,3.18%,-0.77%,-0.60%,Upgrade
