Year,Current,2022,2021
Market Capitalization,252,245,-
Enterprise Value,252,244,0
PE Ratio,22.30,22.92,-
PB Ratio,-34.77,-34.77,-
P/FCF Ratio,-123.70,-123.70,-
P/OCF Ratio,-123.70,-123.70,-
EV/EBITDA Ratio,22.43,21.77,-4.33
EV/EBIT Ratio,22.43,21.77,-4.33
EV/FCF Ratio,-123.58,-123.58,-218.32
Debt / Equity Ratio,-,-,7.86
Debt / EBITDA Ratio,-,-,-6.17
Debt / FCF Ratio,-,-,-310.84
Current Ratio,0.80,0.80,0.07
Return on Equity (ROE),-130.00%,-130.00%,-
Return on Assets (ROA),5.40%,5.40%,-
Return on Capital (ROIC),5.70%,5.70%,-
Earnings Yield,4.23%,4.36%,-
FCF Yield,-0.78%,-0.81%,-
Buyback Yield / Dilution,-420.00%,-420.00%,-
Total Shareholder Return,-420.00%,-420.00%,-
