Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,392,552,788,536,839,710,899,969,690,772,845,Upgrade
Market Cap Growth,-,-29.91%,47.07%,-36.18%,18.17%,-20.96%,-7.22%,40.41%,-10.63%,-8.67%,29.51%,Upgrade
Enterprise Value,410,587,605,606,"1,041",927,941,"1,112",771,817,897,Upgrade
PE Ratio,5.42,7.47,9.86,14.37,14.39,11.94,21.81,20.61,15.04,19.08,4.91,Upgrade
PS Ratio,1.48,2.09,2.93,2.67,3.82,3.34,4.34,4.71,3.45,4.04,4.24,Upgrade
PB Ratio,0.83,1.22,1.41,0.98,1.59,1.45,1.80,1.92,1.40,1.36,1.28,Upgrade
P/FCF Ratio,3.86,5.77,8.92,10.55,12.91,7.08,9.96,12.94,10.04,11.80,10.80,Upgrade
P/OCF Ratio,3.19,4.84,7.13,6.98,11.63,6.86,9.29,12.67,9.26,10.81,10.00,Upgrade
EV/Sales Ratio,1.55,2.22,2.25,3.02,4.74,4.36,4.55,5.40,3.86,4.28,4.50,Upgrade
EV/EBITDA Ratio,4.01,5.49,5.21,9.87,11.99,10.49,10.79,12.78,9.00,11.34,12.24,Upgrade
EV/EBIT Ratio,4.33,5.94,5.73,12.36,13.35,11.85,12.42,15.18,10.57,13.42,14.99,Upgrade
EV/FCF Ratio,4.03,6.13,6.85,11.93,16.01,9.25,10.43,14.85,11.23,12.48,11.46,Upgrade
Debt / Equity Ratio,0.46,0.32,0.26,0.32,0.58,0.65,0.25,0.45,0.33,0.23,0.15,Upgrade
Debt / EBITDA Ratio,2.11,1.37,1.26,2.84,3.50,3.61,1.43,2.62,1.89,1.82,1.38,Upgrade
Debt / FCF Ratio,2.13,1.53,1.66,3.44,4.68,3.18,1.38,3.04,2.36,2.00,1.29,Upgrade
Asset Turnover,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),15.60%,16.10%,14.50%,6.90%,11.30%,12.30%,8.10%,9.20%,8.90%,7.00%,26.40%,Upgrade
Return on Assets (ROA),1.00%,1.00%,1.10%,0.60%,1.00%,1.00%,0.70%,0.90%,0.90%,0.80%,3.70%,Upgrade
Return on Capital (ROIC),1.30%,1.30%,1.50%,0.70%,1.30%,1.30%,1.40%,1.30%,1.40%,1.30%,1.30%,Upgrade
Earnings Yield,18.02%,13.39%,10.14%,6.96%,6.95%,8.37%,4.58%,4.85%,6.65%,5.24%,20.36%,Upgrade
FCF Yield,25.89%,17.33%,11.21%,9.48%,7.74%,14.11%,10.04%,7.73%,9.96%,8.47%,9.26%,Upgrade
Dividend Yield,7.40%,5.13%,3.41%,4.84%,3.04%,3.37%,2.35%,1.91%,3.72%,1.67%,0.80%,Upgrade
Payout Ratio,40.20%,38.50%,33.70%,69.20%,43.90%,40.60%,51.50%,39.50%,57.70%,33.30%,3.90%,Upgrade
Buyback Yield / Dilution,2.15%,2.64%,0.75%,0.69%,2.73%,3.17%,2.28%,1.60%,12.74%,14.70%,-0.55%,Upgrade
Total Shareholder Return,9.55%,7.77%,4.16%,5.53%,5.77%,6.54%,4.63%,3.51%,16.46%,16.38%,0.24%,Upgrade
