Year,Current,2022
Market Capitalization,89,147
Enterprise Value,-28,30
PE Ratio,-199.59,-199.59
PB Ratio,-26.38,-26.38
P/FCF Ratio,-178.73,-178.73
P/OCF Ratio,-178.73,-178.73
EV/EBITDA Ratio,-41.00,-41.00
EV/EBIT Ratio,-41.00,-41.00
EV/FCF Ratio,-36.71,-36.71
Debt / Equity Ratio,-0.02,-0.02
Debt / EBITDA Ratio,-0.12,-0.12
Debt / FCF Ratio,-0.11,-0.11
Current Ratio,20.33,20.33
Return on Equity (ROE),17.20%,17.20%
Return on Assets (ROA),-0.60%,-0.60%
Return on Capital (ROIC),-0.60%,-0.60%
Earnings Yield,-0.83%,-0.50%
FCF Yield,-0.92%,-0.56%
Buyback Yield / Dilution,-139.93%,-
Total Shareholder Return,-139.93%,-
