Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"18,032","17,721","16,867","14,237","15,790","14,413","15,825","12,655","12,323","9,532","8,107",Upgrade
Market Cap Growth,-,5.06%,18.47%,-9.84%,9.55%,-8.92%,25.04%,2.70%,29.28%,17.58%,94.34%,Upgrade
Enterprise Value,"17,008","16,603","16,347","12,504","15,824","15,026","16,423","13,145","11,492","9,303","7,598",Upgrade
PE Ratio,66.83,-70.85,7.06,17.85,8.82,-112.44,40.03,27.77,21.15,29.68,28.85,Upgrade
PS Ratio,1.43,1.52,1.31,1.46,1.66,2.11,2.61,2.26,2.30,1.86,1.88,Upgrade
PB Ratio,1.32,1.35,1.15,1.11,1.43,1.59,1.67,1.50,1.57,1.25,1.22,Upgrade
P/FCF Ratio,7.75,7.22,7.92,8.70,13.72,18.33,20.19,26.87,21.57,15.02,11.62,Upgrade
P/OCF Ratio,7.02,6.54,7.42,8.19,12.39,16.14,18.43,23.67,18.92,13.30,10.87,Upgrade
EV/Sales Ratio,1.34,1.42,1.27,1.28,1.66,2.20,2.71,2.34,2.14,1.81,1.76,Upgrade
EV/EBITDA Ratio,17.10,55.11,4.50,8.51,5.82,39.92,39.28,13.85,10.89,12.26,11.46,Upgrade
EV/EBIT Ratio,27.09,-252.72,4.96,10.76,6.46,101.17,76.65,17.41,13.46,16.75,16.07,Upgrade
EV/FCF Ratio,7.27,6.76,7.68,7.64,13.75,19.11,20.95,27.91,20.11,14.66,10.89,Upgrade
Debt / Equity Ratio,0.28,0.31,0.30,0.27,0.32,0.33,0.33,0.30,0.29,0.30,0.34,Upgrade
Debt / EBITDA Ratio,3.92,13.62,1.20,2.37,1.30,8.00,7.41,2.71,2.12,2.97,3.40,Upgrade
Debt / FCF Ratio,1.67,1.67,2.05,2.13,3.07,3.83,3.95,5.47,3.92,3.55,3.23,Upgrade
Asset Turnover,0.26,0.24,0.28,0.25,0.26,0.21,0.21,0.22,0.21,0.21,0.21,Upgrade
Return on Equity (ROE),2.20%,-1.90%,17.10%,7.00%,17.10%,-1.40%,4.40%,5.40%,7.50%,4.50%,4.80%,Upgrade
Return on Assets (ROA),0.60%,-0.50%,5.20%,2.00%,4.90%,-0.40%,1.40%,1.70%,2.30%,1.30%,1.30%,Upgrade
Return on Capital (ROIC),1.40%,-0.20%,8.00%,3.50%,7.40%,0.50%,0.80%,3.10%,3.70%,2.40%,2.40%,Upgrade
Earnings Yield,1.61%,-1.41%,14.16%,5.60%,11.34%,-0.89%,2.50%,3.60%,4.73%,3.37%,3.47%,Upgrade
FCF Yield,12.91%,13.85%,12.62%,11.49%,7.29%,5.46%,4.95%,3.72%,4.64%,6.66%,8.61%,Upgrade
Buyback Yield / Dilution,1.46%,1.59%,0.80%,0.25%,0.52%,0.05%,0.71%,-0.30%,0.07%,0.07%,-45.14%,Upgrade
Total Shareholder Return,1.46%,1.59%,0.80%,0.25%,0.52%,0.05%,0.71%,-0.30%,0.07%,0.07%,-45.14%,Upgrade
