Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Market Capitalization,313,275,400,384,235,167,214,208,138,216,247,Upgrade
Market Cap Growth,-,-31.19%,4.09%,63.21%,40.91%,-22.02%,2.80%,50.84%,-36.13%,-12.28%,-41.91%,Upgrade
Enterprise Value,329,275,400,383,231,164,210,204,135,211,244,Upgrade
PE Ratio,2.41,-1.76,21.79,2.15,2.57,-3.42,122.81,2.50,-2.29,-7.78,-1.16,Upgrade
PS Ratio,90.40,-1.78,20.66,2.14,2.51,-3.65,44.47,2.41,83.28,97.85,55.40,Upgrade
PB Ratio,1.01,0.84,0.83,0.83,0.82,0.86,0.88,0.86,0.86,0,0.98,Upgrade
P/FCF Ratio,2.51,3.01,-8.19,220.25,2.83,-2.77,-7.70,-0.98,-0.91,-6.76,2.57,Upgrade
P/OCF Ratio,2.51,3.01,-8.19,220.25,2.83,-2.77,-7.70,-0.98,-0.91,-6.76,2.57,Upgrade
EV/Sales Ratio,90.38,-1.78,20.66,2.13,2.46,-3.57,43.71,2.36,81.62,95.61,54.72,Upgrade
EV/EBITDA Ratio,1.24,-1.76,21.79,2.15,2.52,-3.35,120.52,2.45,-1.14,-3.91,-0.57,Upgrade
EV/EBIT Ratio,-,-,-,2.15,2.52,-,-,-,-,-,-,Upgrade
EV/FCF Ratio,2.51,3.01,-8.19,219.50,2.77,-2.71,-7.57,-0.96,-0.89,-6.60,2.54,Upgrade
Debt / Equity Ratio,0.00,0.00,0.00,0,0,0.01,0.01,0.01,0.01,0,0.01,Upgrade
Asset Turnover,0,-0.47,0.04,0.39,0.33,-0.23,0.02,0.35,0.01,0,0.02,Upgrade
Return on Equity (ROE),-,-47.90%,3.81%,38.46%,31.98%,-25.04%,0.71%,34.23%,-37.50%,0.00%,-84.97%,Upgrade
Return on Assets (ROA),-,-47.80%,3.80%,38.40%,31.90%,-24.88%,0.71%,33.98%,-37.13%,0.00%,-84.36%,Upgrade
Return on Capital (ROIC),-,-47.82%,3.80%,38.61%,32.95%,0.00%,0.00%,0.00%,-1.09%,14.79%,0.15%,Upgrade
Earnings Yield,39.89%,-56.69%,4.59%,46.46%,38.85%,-29.21%,0.81%,39.96%,-43.65%,-12.85%,-86.27%,Upgrade
FCF Yield,39.89%,-,-,-,38.85%,-29.21%,0.81%,39.96%,-43.65%,-12.86%,-86.28%,Upgrade
Dividend Yield,0.12%,-,-,-,0.16%,0.35%,0.36%,0.37%,0.56%,0.37%,1.42%,Upgrade
Payout Ratio,0.00%,-,-,-,0.42%,-1.19%,44.25%,0.93%,-1.28%,-2.88%,-1.65%,Upgrade
Buyback Yield / Dilution,0.12%,-0.12%,-0.01%,-0.03%,0.48%,-0.54%,0.09%,0.00%,-,-,Upgrade,
Total Shareholder Return,0.12%,0.12%,-0.12%,-0.01%,0.14%,0.82%,-0.18%,0.46%,0.56%,0.37%,1.42%,Upgrade
