Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,500,715,361,296,403,387,404,327,231,158,64,Upgrade
Market Cap Growth,-,97.82%,21.90%,-26.39%,4.12%,-4.34%,23.83%,41.28%,46.20%,145.90%,274.19%,Upgrade
Enterprise Value,869,861,-192,127,558,645,595,477,343,284,148,Upgrade
PE Ratio,6.43,10.61,18.03,10.66,10.21,11.37,26.72,20.82,17.11,13.34,0.84,Upgrade
PS Ratio,1.95,2.95,2.75,2.50,3.08,3.20,3.91,3.58,2.49,1.77,0.68,Upgrade
PB Ratio,1.01,1.55,0.72,0.97,1.45,1.69,2.02,1.86,1.48,0.81,0.44,Upgrade
P/FCF Ratio,3.58,6.72,12.46,13.44,8.34,7.30,11.21,12.92,11.62,-21.36,1.92,Upgrade
P/OCF Ratio,3.78,7.34,11.64,11.41,7.65,7.05,10.90,11.98,10.94,-25.07,1.82,Upgrade
EV/Sales Ratio,3.40,3.55,-1.46,1.07,4.26,5.33,5.75,5.22,3.70,3.17,1.56,Upgrade
EV/EBITDA Ratio,7.64,8.76,-6.06,3.12,10.17,13.80,16.22,17.78,12.82,15.44,10.12,Upgrade
EV/EBIT Ratio,8.12,9.40,-6.88,3.40,10.76,14.68,17.35,19.45,14.08,17.85,12.50,Upgrade
EV/FCF Ratio,6.23,8.09,-6.61,5.76,11.56,12.17,16.50,18.86,17.24,-38.34,4.42,Upgrade
Debt / Equity Ratio,0.95,0.57,0.40,0.52,0.74,1.37,1.23,1.13,0.98,0.88,0.89,Upgrade
Debt / EBITDA Ratio,4.15,2.65,6.28,3.94,3.75,6.70,6.72,7.36,5.69,9.24,8.98,Upgrade
Debt / FCF Ratio,3.39,2.45,6.85,7.27,4.26,5.91,6.84,7.81,7.65,-22.95,3.93,Upgrade
Asset Turnover,0.04,0.04,0.03,0.04,0.05,0.05,0.04,0.04,0.05,0.04,0.05,Upgrade
Return on Equity (ROE),17.20%,14.90%,5.50%,9.70%,15.10%,15.80%,7.80%,9.30%,8.00%,6.50%,70.40%,Upgrade
Return on Assets (ROA),1.30%,1.10%,0.50%,1.00%,1.50%,1.30%,0.60%,0.70%,0.70%,0.60%,3.90%,Upgrade
Return on Capital (ROIC),1.80%,1.60%,0.80%,1.30%,1.90%,1.60%,1.40%,1.10%,1.10%,0.70%,0.60%,Upgrade
Earnings Yield,15.80%,9.43%,5.55%,9.38%,9.80%,8.79%,3.74%,4.80%,5.85%,7.50%,119.49%,Upgrade
FCF Yield,27.91%,14.88%,8.03%,7.44%,11.99%,13.70%,8.92%,7.74%,8.60%,-4.68%,52.05%,Upgrade
Dividend Yield,1.79%,1.25%,1.27%,0.40%,0.30%,0.31%,0.29%,0.27%,-,-,-,Upgrade
Payout Ratio,11.30%,13.20%,24.20%,4.30%,3.00%,3.50%,7.80%,5.70%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-0.46%,-55.27%,2.21%,1.83%,-0.49%,-0.44%,-0.24%,-0.24%,-0.14%,-111.56%,1.19%,Upgrade
Total Shareholder Return,1.33%,-54.02%,3.48%,2.23%,-0.19%,-0.14%,0.05%,0.03%,-0.14%,-111.56%,1.19%,Upgrade
