Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2004
Market Capitalization,186,247,253,185,273,195,158,138,77,69,53,Upgrade
Market Cap Growth,-,-2.30%,36.90%,-32.39%,40.55%,23.42%,14.34%,79.20%,11.18%,29.83%,99.22%,Upgrade
Enterprise Value,246,191,-223,-6,230,158,244,160,148,96,76,Upgrade
PE Ratio,4.36,5.92,6.21,6.51,9.17,7.98,14.67,7.97,8.10,7.46,6.30,Upgrade
PS Ratio,2.24,3.09,3.27,3.12,4.71,3.91,3.99,3.12,2.16,1.87,1.68,Upgrade
PB Ratio,0.67,0.93,1.09,0.92,1.54,1.27,1.17,1.09,0.69,0.67,0.57,Upgrade
P/FCF Ratio,4.07,5.71,6.56,5.10,8.08,6.76,9.36,11.64,16.36,2.62,10.10,Upgrade
P/OCF Ratio,4.06,5.69,6.55,5.06,7.94,6.73,8.30,10.84,15.22,2.61,9.89,Upgrade
EV/Sales Ratio,3.00,2.39,-2.87,-0.11,3.96,3.18,6.16,3.62,4.14,2.59,2.41,Upgrade
EV/EBITDA Ratio,4.27,3.37,-4.02,-0.17,5.74,4.71,9.91,5.83,8.29,5.79,6.62,Upgrade
EV/EBIT Ratio,4.31,3.41,-4.07,-0.17,5.80,4.76,10.04,5.89,8.41,5.91,6.82,Upgrade
EV/FCF Ratio,5.44,4.42,-5.77,-0.18,6.79,5.50,14.46,13.52,31.38,3.62,14.46,Upgrade
Debt / Equity Ratio,0.76,0.47,0.52,1.33,0.83,0.77,0.95,0.73,0.88,0.61,0.73,Upgrade
Debt / EBITDA Ratio,3.61,2.22,2.18,6.85,3.70,3.52,5.21,3.39,5.51,3.80,5.96,Upgrade
Debt / FCF Ratio,4.60,2.91,3.13,7.37,4.38,4.10,7.60,7.85,20.85,2.38,13.01,Upgrade
Asset Turnover,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.05,0.04,0.05,0.04,Upgrade
Return on Equity (ROE),16.40%,16.50%,18.50%,14.80%,17.70%,16.70%,8.10%,14.20%,8.80%,9.30%,9.60%,Upgrade
Return on Assets (ROA),2.20%,2.10%,1.90%,1.40%,1.90%,1.90%,1.00%,1.80%,1.10%,1.10%,1.10%,Upgrade
Return on Capital (ROIC),3.00%,3.10%,3.20%,2.10%,2.60%,2.50%,2.10%,2.70%,1.90%,2.00%,1.50%,Upgrade
Earnings Yield,23.28%,16.90%,16.09%,15.36%,10.90%,12.53%,6.82%,12.55%,12.34%,13.40%,15.87%,Upgrade
FCF Yield,24.58%,17.51%,15.24%,19.61%,12.37%,14.78%,10.69%,8.59%,6.11%,38.16%,9.90%,Upgrade
Dividend Yield,4.54%,3.25%,3.06%,4.05%,2.39%,2.79%,2.56%,1.88%,2.47%,1.14%,-,Upgrade
Payout Ratio,18.90%,18.80%,18.70%,26.00%,21.60%,19.70%,30.00%,11.70%,15.30%,6.40%,0.00%,Upgrade
Buyback Yield / Dilution,0.16%,-0.45%,-1.09%,0.18%,-0.07%,-3.76%,0.65%,-0.56%,0.22%,-32.84%,-0.70%,Upgrade
Total Shareholder Return,4.71%,2.80%,1.97%,4.23%,2.32%,-0.97%,3.21%,1.32%,2.68%,-31.70%,-0.70%,Upgrade
