Year,Current,2022,2021
Market Capitalization,448,439,427
Market Cap Growth,-,2.93%,-
Enterprise Value,449,440,431
PE Ratio,25.34,18.12,46.56
PB Ratio,-29.59,-31.25,-12.35
P/FCF Ratio,-364.41,-289.86,-499.42
P/OCF Ratio,-364.41,-289.86,-499.42
EV/EBITDA Ratio,22.72,17.42,47.03
EV/EBIT Ratio,22.72,17.42,47.03
EV/FCF Ratio,-364.64,-290.17,-504.42
Debt / Equity Ratio,-0.04,-0.07,-0.16
Debt / EBITDA Ratio,0.03,0.04,0.60
Debt / FCF Ratio,-0.53,-0.66,-6.42
Current Ratio,0.44,1.48,5.16
Return on Equity (ROE),-109.50%,-126.10%,-106.30%
Return on Assets (ROA),5.00%,6.80%,10.30%
Return on Capital (ROIC),5.50%,7.10%,10.20%
Earnings Yield,4.01%,5.52%,2.15%
FCF Yield,-0.27%,-0.34%,-0.20%
Buyback Yield / Dilution,-219.52%,-,
Total Shareholder Return,-219.52%,-,
