Year,Current,2022,2021
Market Capitalization,116,341,328
Market Cap Growth,-,4.14%,-
Enterprise Value,116,341,327
PE Ratio,176.00,166.47,-620.77
PB Ratio,-28.64,-28.64,-32.09
P/FCF Ratio,-844.18,-844.18,-336.33
P/OCF Ratio,-844.18,-844.18,-336.33
EV/EBITDA Ratio,56.52,166.29,-619.29
EV/EBIT Ratio,56.52,166.29,-619.29
EV/FCF Ratio,-843.25,-843.25,-335.52
Current Ratio,0.55,0.55,2.13
Return on Equity (ROE),-18.90%,-18.90%,-
Return on Assets (ROA),0.80%,0.80%,-
Return on Capital (ROIC),0.80%,0.80%,-
Earnings Yield,1.76%,0.60%,-0.16%
FCF Yield,-0.35%,-0.12%,-0.30%
Buyback Yield / Dilution,-209.43%,-209.43%,-
Total Shareholder Return,-209.43%,-209.43%,-
