Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"3,587","5,266","3,005","2,738","3,110","2,346","2,365","2,450","1,553","1,696","1,548",Upgrade
Market Cap Growth,-,75.27%,9.74%,-11.96%,32.55%,-0.79%,-3.47%,57.76%,-8.44%,9.59%,28.58%,Upgrade
Enterprise Value,"9,419","10,336","4,834","4,911","5,678","4,523","4,653","4,347","3,253","2,926","2,360",Upgrade
PE Ratio,6.01,12.72,10.83,12.09,13.06,12.30,24.71,18.25,13.31,16.36,15.34,Upgrade
PS Ratio,1.96,3.33,3.58,3.46,3.89,3.23,3.83,3.74,2.62,3.21,3.07,Upgrade
PB Ratio,0.68,1.03,1.00,0.92,1.09,0.87,1.10,1.35,1.04,1.16,1.33,Upgrade
P/FCF Ratio,5.34,6.74,9.66,13.91,15.54,11.26,10.22,-12.66,33.90,9.34,10.30,Upgrade
P/OCF Ratio,5.07,6.47,9.09,12.46,13.30,10.01,9.46,98.76,12.55,8.51,9.36,Upgrade
EV/Sales Ratio,5.14,6.53,5.75,6.20,7.11,6.23,7.53,6.64,5.48,5.54,4.68,Upgrade
EV/EBITDA Ratio,11.29,17.03,12.81,16.45,17.00,18.32,22.95,18.94,17.24,17.90,14.57,Upgrade
EV/EBIT Ratio,12.25,18.97,14.27,19.22,19.55,21.67,27.59,21.69,19.97,20.61,16.56,Upgrade
EV/FCF Ratio,14.03,13.23,15.55,24.96,28.37,21.71,20.11,-22.46,71.02,16.11,15.71,Upgrade
Debt / Equity Ratio,1.32,1.13,0.88,0.93,1.00,0.93,1.20,1.19,1.29,1.00,0.88,Upgrade
Debt / EBITDA Ratio,8.33,9.55,7.02,9.25,8.52,10.10,12.72,9.38,10.17,8.99,6.29,Upgrade
Debt / FCF Ratio,10.34,7.42,8.53,14.04,14.21,11.97,11.14,-11.12,41.92,8.09,6.78,Upgrade
Asset Turnover,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,Upgrade
Return on Equity (ROE),11.50%,8.10%,9.20%,7.80%,8.50%,8.20%,4.90%,7.70%,7.90%,7.80%,8.60%,Upgrade
Return on Assets (ROA),1.30%,0.90%,1.20%,1.00%,1.20%,1.10%,0.60%,1.00%,1.00%,1.00%,1.00%,Upgrade
Return on Capital (ROIC),1.60%,1.10%,1.40%,1.10%,1.30%,1.10%,1.00%,1.30%,1.30%,1.30%,1.40%,Upgrade
Earnings Yield,16.34%,7.86%,9.24%,8.27%,7.66%,8.13%,4.05%,5.48%,7.52%,6.11%,6.52%,Upgrade
FCF Yield,18.72%,14.83%,10.35%,7.19%,6.43%,8.88%,9.78%,-7.90%,2.95%,10.71%,9.70%,Upgrade
Dividend Yield,4.57%,2.94%,3.09%,3.40%,2.89%,3.47%,3.05%,2.72%,3.59%,2.81%,2.62%,Upgrade
Payout Ratio,27.50%,37.10%,33.30%,40.90%,37.40%,42.30%,75.40%,49.50%,47.50%,45.80%,40.00%,Upgrade
Buyback Yield / Dilution,-28.97%,-66.75%,0.15%,3.77%,-10.32%,-13.01%,-7.96%,-10.36%,-7.28%,-7.08%,-4.51%,Upgrade
Total Shareholder Return,-24.40%,-63.81%,3.24%,7.17%,-7.43%,-9.54%,-4.91%,-7.64%,-3.69%,-4.27%,-1.89%,Upgrade
