Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"5,925","5,957","5,072","4,692","4,036","3,069","2,673","2,772","2,679","2,126","2,088",Upgrade
Market Cap Growth,-,17.45%,8.09%,16.26%,31.51%,14.83%,-3.58%,3.47%,26.04%,1.77%,52.19%,Upgrade
Enterprise Value,"6,168","6,134","5,183","4,780","4,139","3,188","2,797","2,902","2,816","2,245","2,199",Upgrade
PE Ratio,9.50,10.21,18.16,29.87,21.06,47.82,25.45,24.12,19.48,15.69,16.54,Upgrade
PS Ratio,3.33,3.51,4.30,4.77,4.02,3.75,3.35,3.40,3.37,2.74,2.96,Upgrade
PB Ratio,4.59,5.06,4.13,4.13,4.06,3.80,3.13,3.37,3.25,2.52,2.52,Upgrade
P/FCF Ratio,21.72,24.32,13.47,18.22,14.95,14.53,14.19,17.32,18.78,18.29,17.56,Upgrade
P/OCF Ratio,21.35,23.78,13.18,17.82,14.58,14.14,13.53,15.89,17.56,17.27,15.47,Upgrade
EV/Sales Ratio,3.43,3.61,4.39,4.86,4.12,3.90,3.51,3.56,3.54,2.90,3.12,Upgrade
EV/EBITDA Ratio,7.70,8.33,14.42,23.33,16.66,38.85,28.27,16.98,13.44,11.14,11.72,Upgrade
EV/EBIT Ratio,7.78,8.42,14.72,24.21,17.22,42.50,30.40,17.64,13.80,11.40,11.96,Upgrade
EV/FCF Ratio,22.37,25.04,13.76,18.56,15.33,15.10,14.85,18.14,19.75,19.31,18.49,Upgrade
Debt / Equity Ratio,0.15,0.17,0.16,0.13,0.15,0.18,0.17,0.18,0.18,0.18,0.18,Upgrade
Debt / EBITDA Ratio,0.25,0.27,0.56,0.73,0.60,1.82,1.50,0.87,0.71,0.74,0.80,Upgrade
Debt / FCF Ratio,0.72,0.82,0.53,0.58,0.55,0.71,0.79,0.93,1.04,1.29,1.26,Upgrade
Asset Turnover,0.37,0.36,0.27,0.27,0.29,0.27,0.28,0.29,0.28,0.27,0.26,Upgrade
Return on Equity (ROE),51.60%,48.90%,22.90%,15.00%,19.90%,7.60%,12.10%,13.00%,16.00%,15.20%,15.10%,Upgrade
Return on Assets (ROA),13.20%,12.40%,6.50%,4.30%,5.60%,2.10%,3.60%,4.10%,4.90%,4.70%,4.60%,Upgrade
Return on Capital (ROIC),16.80%,15.80%,8.20%,5.30%,6.90%,2.40%,3.10%,5.70%,7.20%,6.80%,6.60%,Upgrade
Earnings Yield,10.59%,9.79%,5.51%,3.35%,4.75%,2.09%,3.93%,4.15%,5.13%,6.37%,6.05%,Upgrade
FCF Yield,4.60%,4.11%,7.43%,5.49%,6.69%,6.88%,7.05%,5.77%,5.32%,5.47%,5.69%,Upgrade
Dividend Yield,6.17%,6.17%,2.69%,1.89%,2.14%,2.73%,4.30%,4.47%,4.53%,1.46%,4.52%,Upgrade
Payout Ratio,57.60%,62.40%,48.40%,55.90%,44.60%,129.00%,107.90%,106.10%,86.50%,22.50%,73.60%,Upgrade
Buyback Yield / Dilution,-0.70%,-0.18%,-0.74%,-0.26%,-0.94%,-0.75%,-0.15%,-0.68%,-0.71%,-0.70%,-0.82%,Upgrade
Total Shareholder Return,5.41%,5.99%,1.95%,1.62%,1.20%,1.98%,4.14%,3.79%,3.82%,0.76%,3.70%,Upgrade
