Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"3,043","5,474","6,276","4,390","4,240","3,349","3,073","2,773","2,019","2,083","2,214",Upgrade
Market Cap Growth,-,-12.78%,42.96%,3.55%,26.61%,8.98%,10.83%,37.35%,-3.11%,-5.90%,109.23%,Upgrade
Enterprise Value,"5,989","8,028","7,036","4,935","4,686","4,130","3,724","3,476","2,775","2,468","3,346",Upgrade
PE Ratio,10.24,18.05,22.04,16.48,20.14,18.41,26.40,22.89,17.38,18.48,23.15,Upgrade
PS Ratio,3.44,6.16,8.00,5.99,6.69,6.18,6.88,6.61,5.22,5.77,6.90,Upgrade
PB Ratio,1.04,1.93,1.98,1.90,2.16,2.21,2.56,2.48,1.88,2.03,2.30,Upgrade
P/FCF Ratio,6.57,12.23,11.15,24.69,20.16,12.78,12.56,15.00,12.73,12.38,6.81,Upgrade
P/OCF Ratio,6.20,11.63,10.97,23.16,18.71,11.93,12.06,14.36,11.42,11.40,6.63,Upgrade
EV/Sales Ratio,6.76,9.03,8.97,6.73,7.39,7.62,8.34,8.29,7.17,6.83,10.42,Upgrade
EV/EBITDA Ratio,15.00,19.74,18.44,13.75,16.37,16.89,18.78,19.41,16.57,15.09,24.15,Upgrade
EV/EBIT Ratio,16.54,21.68,20.13,15.04,18.08,18.59,20.57,21.62,18.49,16.60,26.63,Upgrade
EV/FCF Ratio,12.94,17.94,12.51,27.75,22.29,15.76,15.22,18.81,17.50,14.66,10.29,Upgrade
Debt / Equity Ratio,1.53,1.04,0.38,0.51,0.40,0.65,0.71,0.77,0.88,0.80,1.34,Upgrade
Debt / EBITDA Ratio,11.21,7.27,3.14,3.28,2.71,4.03,4.29,4.78,5.67,5.06,9.29,Upgrade
Debt / FCF Ratio,9.67,6.61,2.13,6.62,3.70,3.76,3.48,4.63,5.99,4.91,3.96,Upgrade
Asset Turnover,0.03,0.03,0.04,0.04,0.05,0.05,0.05,0.05,0.04,0.05,0.04,Upgrade
Return on Equity (ROE),10.40%,10.60%,11.20%,12.00%,11.80%,12.30%,9.80%,10.80%,10.90%,11.10%,10.20%,Upgrade
Return on Assets (ROA),1.10%,1.10%,1.30%,1.60%,1.60%,1.50%,1.20%,1.30%,1.30%,1.40%,1.20%,Upgrade
Return on Capital (ROIC),1.30%,1.40%,1.60%,1.90%,2.00%,1.80%,1.80%,1.60%,1.60%,1.70%,1.40%,Upgrade
Earnings Yield,9.75%,5.54%,4.54%,6.07%,4.97%,5.43%,3.79%,4.37%,5.75%,5.41%,4.32%,Upgrade
FCF Yield,15.21%,8.17%,8.96%,4.05%,4.96%,7.83%,7.96%,6.66%,7.85%,8.08%,14.68%,Upgrade
Dividend Yield,4.81%,2.87%,2.25%,2.98%,2.94%,2.52%,3.64%,3.03%,3.93%,2.44%,1.99%,Upgrade
Payout Ratio,49.30%,51.80%,49.50%,49.10%,59.00%,46.30%,96.00%,69.20%,68.20%,45.00%,45.80%,Upgrade
Buyback Yield / Dilution,-0.07%,-11.50%,-4.70%,-7.41%,-5.63%,-7.82%,-1.66%,-0.99%,-1.22%,-1.95%,-1.85%,Upgrade
Total Shareholder Return,4.74%,-8.62%,-2.46%,-4.42%,-2.69%,-5.30%,1.98%,2.04%,2.72%,0.49%,0.13%,Upgrade
