Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"5,455","6,131","9,999","6,109","8,314","7,372","6,246","4,422","4,408","2,810","2,985",Upgrade
Market Cap Growth,-,-38.68%,63.67%,-26.52%,12.79%,18.01%,41.27%,0.30%,56.89%,-5.88%,19.58%,Upgrade
Enterprise Value,"9,701","10,304","14,181","10,322","12,335","10,863","9,053","6,786","6,302","4,398","4,262",Upgrade
PE Ratio,13.47,11.44,10.43,14.51,12.67,12.84,13.29,13.29,14.71,10.56,11.80,Upgrade
PS Ratio,2.99,3.35,5.39,3.66,5.58,5.73,5.63,4.56,5.34,3.88,4.38,Upgrade
PB Ratio,3.17,3.78,5.48,2.65,3.53,3.70,4.07,3.77,4.75,4.00,3.98,Upgrade
P/FCF Ratio,4.73,4.96,9.42,6.25,10.58,10.86,11.20,8.81,11.01,7.79,9.33,Upgrade
P/OCF Ratio,4.72,4.95,9.35,6.20,10.24,10.47,11.04,8.72,10.91,7.69,9.17,Upgrade
EV/Sales Ratio,5.30,5.62,7.64,6.18,8.28,8.45,8.16,7.00,7.64,6.08,6.25,Upgrade
EV/EBITDA Ratio,12.70,11.40,9.77,13.49,11.48,11.67,12.57,10.53,11.16,8.96,8.95,Upgrade
EV/EBIT Ratio,13.14,11.73,9.95,13.92,11.72,11.92,12.86,10.79,11.45,9.21,9.20,Upgrade
EV/FCF Ratio,8.39,8.34,13.36,10.57,15.70,16.00,16.24,13.53,15.75,12.19,13.32,Upgrade
Debt / Equity Ratio,2.74,2.83,2.53,2.00,1.93,1.92,2.00,2.22,2.23,2.50,1.86,Upgrade
Debt / EBITDA Ratio,6.18,5.08,3.18,6.02,4.22,4.10,4.26,4.04,3.66,3.57,2.92,Upgrade
Debt / FCF Ratio,4.08,3.72,4.35,4.72,5.78,5.63,5.51,5.19,5.17,4.86,4.35,Upgrade
Asset Turnover,0.26,0.26,0.25,0.23,0.21,0.22,0.23,0.24,0.25,0.27,0.29,Upgrade
Return on Equity (ROE),26.10%,33.70%,44.90%,19.50%,29.20%,30.90%,35.50%,30.20%,34.30%,37.50%,37.20%,Upgrade
Return on Assets (ROA),6.00%,7.70%,12.90%,5.70%,9.30%,9.60%,9.80%,8.30%,9.20%,9.90%,10.80%,Upgrade
Return on Capital (ROIC),6.60%,7.80%,12.40%,6.30%,9.60%,9.80%,9.40%,10.10%,11.00%,11.50%,12.80%,Upgrade
Earnings Yield,7.70%,8.74%,9.58%,6.89%,7.89%,7.79%,7.53%,7.53%,6.80%,9.47%,8.48%,Upgrade
FCF Yield,21.15%,20.15%,10.62%,15.99%,9.45%,9.21%,8.93%,11.35%,9.08%,12.84%,10.72%,Upgrade
Buyback Yield / Dilution,8.84%,15.38%,10.23%,5.48%,2.85%,0.14%,4.17%,2.72%,6.05%,6.99%,6.21%,Upgrade
Total Shareholder Return,8.84%,15.38%,10.23%,5.48%,2.85%,0.14%,4.17%,2.72%,6.05%,6.99%,6.21%,Upgrade
