Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Market Capitalization,"1,123","1,311","1,324",952,"1,212",844,413,575,321,744,792,Upgrade
Market Cap Growth,-,-0.99%,39.07%,-21.47%,43.59%,104.38%,-28.19%,79.15%,-56.83%,-6.04%,30.12%,Upgrade
Enterprise Value,528,815,-605,"-1,069",705,965,254,857,"1,153","1,582","1,796",Upgrade
PE Ratio,6.49,7.89,9.14,14.04,25.61,11.66,10.65,12.69,-19.62,10.43,9.36,Upgrade
PS Ratio,1.84,2.22,2.45,2.16,3.93,2.48,1.53,1.91,1.41,2.04,2.24,Upgrade
PB Ratio,1.03,1.26,1.24,0.88,1.16,0.84,0.44,0.63,0.36,0.79,0.90,Upgrade
P/FCF Ratio,7.14,9.48,17.07,48.20,12.26,6.33,2.84,7.33,3.31,4.45,4.78,Upgrade
P/OCF Ratio,6.33,7.97,13.23,27.23,11.06,6.33,2.73,7.33,3.31,4.25,4.56,Upgrade
EV/Sales Ratio,0.87,1.38,-1.12,-2.43,2.29,2.84,0.94,2.85,5.05,4.33,5.07,Upgrade
EV/EBITDA Ratio,1.94,3.13,-2.64,-9.94,8.42,6.81,3.29,9.06,-128.67,11.93,17.95,Upgrade
EV/EBIT Ratio,2.07,3.34,-2.82,-11.27,9.37,7.26,3.72,10.06,-57.46,12.92,20.01,Upgrade
EV/FCF Ratio,3.36,5.89,-7.80,-54.11,7.13,7.23,1.74,10.92,11.87,9.47,10.84,Upgrade
Debt / Equity Ratio,0.23,0.05,0.09,0.12,0.33,0.57,0.35,0.86,1.53,1.51,1.93,Upgrade
Debt / EBITDA Ratio,0.93,0.21,0.42,1.25,4.12,4.03,4.27,8.41,-153.11,10.71,17.06,Upgrade
Debt / FCF Ratio,1.61,0.39,1.23,6.83,3.49,4.28,2.26,10.13,14.13,8.50,10.31,Upgrade
Asset Turnover,0.06,0.06,0.05,0.05,0.04,0.05,0.04,0.05,0.03,0.05,0.04,Upgrade
Return on Equity (ROE),16.90%,16.30%,13.40%,6.40%,4.60%,7.50%,4.10%,4.90%,-1.80%,7.70%,9.70%,Upgrade
Return on Assets (ROA),1.70%,1.60%,1.40%,0.70%,0.70%,1.10%,0.60%,0.70%,-0.20%,0.90%,1.00%,Upgrade
Return on Capital (ROIC),2.80%,2.80%,2.80%,1.20%,1.10%,2.10%,1.10%,1.20%,-0.20%,1.50%,0.90%,Upgrade
Earnings Yield,15.58%,12.68%,10.94%,7.12%,3.90%,8.57%,9.39%,7.88%,-5.10%,9.59%,10.68%,Upgrade
FCF Yield,14.00%,10.55%,5.86%,2.07%,8.16%,15.79%,35.23%,13.65%,30.23%,22.46%,20.91%,Upgrade
Dividend Yield,3.26%,2.59%,1.55%,1.52%,1.19%,1.52%,2.97%,2.13%,5.77%,2.39%,1.74%,Upgrade
Payout Ratio,21.00%,20.20%,14.00%,21.20%,30.40%,15.70%,27.30%,23.30%,-97.30%,21.50%,14.10%,Upgrade
Buyback Yield / Dilution,3.11%,5.71%,0.36%,0.32%,-0.72%,-0.50%,-0.02%,0.71%,1.66%,1.33%,-17.06%,Upgrade
Total Shareholder Return,6.37%,8.30%,1.91%,1.83%,0.47%,1.03%,2.95%,2.84%,7.43%,3.72%,-15.32%,Upgrade
