Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2009
Market Capitalization,49,62,74,56,75,93,77,74,71,73,70,Upgrade
Market Cap Growth,-,-16.22%,32.17%,-25.35%,-19.07%,20.42%,4.37%,3.85%,-2.91%,4.54%,9.64%,Upgrade
Enterprise Value,107,9,44,61,39,156,124,139,120,120,153,Upgrade
PE Ratio,9.18,10.70,13.82,13.17,21.05,53.24,19.61,20.64,21.65,21.00,18.83,Upgrade
PS Ratio,1.85,2.27,2.89,2.43,3.46,4.44,3.71,3.72,3.83,3.97,3.80,Upgrade
PB Ratio,0.66,0.86,0.87,0.68,0.91,1.13,0.92,0.88,0.88,0.89,0.85,Upgrade
P/FCF Ratio,20.52,7.47,11.21,8.30,15.97,-5782.92,17.22,14.40,13.56,13.91,12.29,Upgrade
P/OCF Ratio,10.53,7.14,10.76,8.11,12.92,19.12,12.51,13.82,13.30,11.23,11.51,Upgrade
EV/Sales Ratio,4.05,0.34,1.72,2.66,1.81,7.50,5.97,7.04,6.50,6.53,8.32,Upgrade
EV/EBITDA Ratio,14.15,1.10,5.47,9.33,7.13,31.66,18.99,23.18,21.74,20.86,24.65,Upgrade
EV/EBIT Ratio,15.50,1.19,5.97,10.40,8.05,34.98,19.98,24.95,23.57,22.50,26.56,Upgrade
EV/FCF Ratio,44.94,1.13,6.69,9.08,8.33,-9757.04,27.74,27.23,23.04,22.88,26.95,Upgrade
Debt / Equity Ratio,0.93,0.35,0.41,0.51,0.32,0.86,0.67,0.86,0.78,0.73,1.10,Upgrade
Debt / EBITDA Ratio,9.11,2.91,4.36,6.37,4.88,14.21,8.66,12.04,11.37,10.43,14.51,Upgrade
Debt / FCF Ratio,28.94,2.99,5.34,6.20,5.71,-4380.62,12.65,14.14,12.05,11.44,15.86,Upgrade
Asset Turnover,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.04,Upgrade
Return on Equity (ROE),7.20%,7.20%,6.30%,5.40%,4.40%,2.10%,4.70%,4.30%,3.90%,4.30%,4.40%,Upgrade
Return on Assets (ROA),0.60%,0.70%,0.70%,0.60%,0.50%,0.30%,0.70%,0.60%,0.60%,0.60%,0.70%,Upgrade
Return on Capital (ROIC),0.80%,1.00%,1.00%,0.80%,0.70%,0.70%,1.00%,0.90%,0.90%,0.90%,1.00%,Upgrade
Earnings Yield,10.48%,9.34%,7.24%,7.59%,4.75%,1.88%,5.10%,4.84%,4.62%,4.76%,5.31%,Upgrade
FCF Yield,4.87%,13.38%,8.92%,12.05%,6.26%,-0.02%,5.81%,6.95%,7.37%,7.19%,8.14%,Upgrade
Dividend Yield,2.76%,1.84%,1.32%,1.74%,1.20%,0.84%,0.82%,0.71%,0.60%,0.61%,-,Upgrade
Payout Ratio,24.70%,18.60%,17.00%,21.90%,24.50%,42.60%,15.10%,13.50%,12.00%,11.90%,0.00%,Upgrade
Buyback Yield / Dilution,-2.45%,-0.53%,-,9.51%,7.50%,1.75%,1.83%,6.40%,3.14%,3.13%,5.00%,Upgrade
Total Shareholder Return,0.31%,1.31%,1.32%,11.25%,8.70%,2.59%,2.66%,7.11%,3.75%,3.74%,5.00%,Upgrade
