Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"8,931","8,163","5,023","4,672","6,015","6,427","12,317","10,197","8,104","8,789","9,162",Upgrade
Market Cap Growth,-,62.49%,7.52%,-22.32%,-6.41%,-47.82%,20.79%,25.82%,-7.79%,-4.06%,59.94%,Upgrade
Enterprise Value,"12,085","11,473","8,391","7,821","9,257","9,304","15,178","13,096","10,793","11,468","11,679",Upgrade
PE Ratio,6.31,6.21,6.10,5.89,5.47,12.28,12.39,10.95,9.35,21.86,10.82,Upgrade
PS Ratio,0.73,0.68,0.42,0.36,0.50,0.55,1.09,0.92,0.76,0.84,0.88,Upgrade
PB Ratio,0.95,0.93,0.44,0.43,0.60,0.75,1.29,1.14,0.94,1.03,1.06,Upgrade
P/FCF Ratio,7.74,6.20,3.93,13.34,4.13,4.62,11.63,9.84,6.80,7.92,9.89,Upgrade
P/OCF Ratio,7.06,5.75,3.62,9.96,3.74,4.18,10.58,9.09,6.27,7.18,8.88,Upgrade
EV/Sales Ratio,1.00,0.96,0.70,0.59,0.77,0.80,1.34,1.19,1.01,1.09,1.13,Upgrade
EV/EBITDA Ratio,5.84,5.94,6.13,6.18,5.54,10.38,9.10,8.11,7.24,14.38,8.03,Upgrade
EV/EBIT Ratio,6.16,6.30,6.72,6.79,5.94,11.70,9.70,8.65,7.76,16.16,8.53,Upgrade
EV/FCF Ratio,10.66,8.71,6.57,22.33,6.36,6.68,14.33,12.63,9.06,10.34,12.61,Upgrade
Debt / Equity Ratio,0.37,0.39,0.30,0.31,0.33,0.34,0.31,0.33,0.32,0.33,0.30,Upgrade
Debt / EBITDA Ratio,1.66,1.78,2.52,2.64,1.99,3.31,1.76,1.86,1.88,3.49,1.80,Upgrade
Debt / FCF Ratio,3.03,2.61,2.70,9.55,2.29,2.13,2.78,2.89,2.35,2.51,2.82,Upgrade
Asset Turnover,0.20,0.19,0.17,0.19,0.18,0.19,0.18,0.18,0.17,0.17,0.17,Upgrade
Return on Equity (ROE),15.60%,13.90%,7.50%,7.50%,11.50%,5.80%,10.60%,10.20%,10.10%,4.50%,9.90%,Upgrade
Return on Assets (ROA),2.30%,2.10%,1.20%,1.20%,1.70%,0.80%,1.60%,1.50%,1.40%,0.60%,1.40%,Upgrade
Return on Capital (ROIC),3.00%,2.80%,1.70%,1.60%,2.30%,1.20%,2.40%,2.30%,2.20%,1.10%,2.20%,Upgrade
Earnings Yield,16.17%,16.10%,16.41%,16.97%,18.29%,8.14%,8.07%,9.13%,10.70%,4.57%,9.25%,Upgrade
FCF Yield,12.92%,16.13%,25.42%,7.50%,24.20%,21.67%,8.60%,10.17%,14.71%,12.62%,10.11%,Upgrade
Dividend Yield,2.92%,3.07%,4.76%,4.97%,3.74%,3.34%,1.57%,1.75%,2.10%,1.78%,1.57%,Upgrade
Payout Ratio,18.10%,19.20%,29.00%,29.30%,20.80%,41.20%,19.60%,19.40%,19.90%,39.50%,17.20%,Upgrade
Buyback Yield / Dilution,2.60%,2.70%,-0.39%,1.26%,5.71%,2.51%,3.33%,4.65%,3.39%,3.51%,5.07%,Upgrade
Total Shareholder Return,5.57%,5.77%,4.37%,6.23%,9.44%,5.85%,4.90%,6.41%,5.49%,5.29%,6.64%,Upgrade
