Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Market Capitalization,"9,600","10,850","19,573","11,107","3,762","1,697","2,240","1,290","1,253","1,853","1,756",Upgrade
Market Cap Growth,-,-44.57%,76.23%,195.24%,121.68%,-24.23%,73.65%,2.91%,-32.35%,5.53%,55.96%,Upgrade
Enterprise Value,"17,124","17,959","25,450","18,016","9,783","7,202","6,711","5,055","16,906","16,345","15,540",Upgrade
PE Ratio,12.71,8.86,6.58,31.90,10.90,18.27,9.18,201.54,-68.12,21.59,16.86,Upgrade
PS Ratio,2.56,2.44,2.23,3.79,1.11,0.70,0.61,0.57,0.42,0.48,0.40,Upgrade
PB Ratio,1.54,1.74,3.71,4.13,6.08,1.74,2.20,4.19,2.43,2.60,2.17,Upgrade
P/FCF Ratio,-70.13,-25.84,11.19,-48.21,11.37,-4.53,-54.50,-3.96,0.33,0.71,0.59,Upgrade
P/OCF Ratio,-94.19,-28.61,10.93,-65.64,10.49,-4.94,-315.46,-4.29,0.32,0.70,0.59,Upgrade
EV/Sales Ratio,4.61,4.05,2.90,6.14,2.90,2.97,1.83,2.22,5.62,4.21,3.50,Upgrade
EV/EBITDA Ratio,14.12,10.14,6.17,26.05,7.28,15.81,5.75,36.74,68.98,21.67,15.90,Upgrade
EV/EBIT Ratio,16.46,11.06,6.25,28.18,7.65,17.63,5.96,77.06,-217.58,29.08,19.10,Upgrade
EV/FCF Ratio,-117.26,-42.77,14.55,-78.19,29.57,-19.21,-163.28,-15.51,4.40,6.25,5.24,Upgrade
Debt / Equity Ratio,1.43,1.40,1.61,2.99,11.27,6.54,5.78,16.92,35.38,24.38,20.12,Upgrade
Debt / EBITDA Ratio,7.30,4.90,2.06,11.64,5.18,14.03,5.04,37.87,74.56,23.00,16.67,Upgrade
Debt / FCF Ratio,-54.91,-20.67,4.86,-34.93,21.07,-17.05,-143.00,-15.98,4.76,6.63,5.49,Upgrade
Asset Turnover,0.17,0.21,0.45,0.22,0.25,0.19,0.33,0.24,0.09,0.11,0.13,Upgrade
Return on Equity (ROE),12.30%,20.20%,66.70%,16.00%,36.10%,9.00%,33.60%,1.80%,-3.10%,11.40%,13.80%,Upgrade
Return on Assets (ROA),3.50%,5.70%,15.10%,2.60%,2.60%,0.70%,2.20%,0.10%,-0.10%,0.20%,0.30%,Upgrade
Return on Capital (ROIC),3.80%,5.90%,15.70%,3.20%,6.90%,2.20%,7.40%,0.50%,-0.20%,1.10%,1.70%,Upgrade
Earnings Yield,7.92%,11.29%,15.20%,3.14%,9.18%,5.47%,10.90%,0.50%,-1.47%,4.63%,5.93%,Upgrade
FCF Yield,-1.69%,-3.87%,8.94%,-2.07%,8.79%,-22.09%,-1.84%,-25.27%,306.42%,141.20%,168.88%,Upgrade
Dividend Yield,5.00%,4.13%,1.85%,3.23%,4.43%,8.29%,5.54%,40.19%,80.80%,6.95%,21.08%,Upgrade
Payout Ratio,46.90%,36.10%,11.90%,101.00%,44.60%,139.30%,48.10%,2100.00%,-1412.50%,139.30%,59.40%,Upgrade
Buyback Yield / Dilution,-0.65%,-0.86%,-1.17%,-192.25%,-8.15%,-13.30%,67.56%,-3.27%,-336.36%,75.40%,-7.14%,Upgrade
Total Shareholder Return,4.39%,3.26%,0.69%,-189.02%,-3.72%,-5.01%,73.10%,36.91%,-255.56%,82.34%,13.94%,Upgrade
