Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2007
Market Capitalization,83,163,199,129,149,156,120,80,74,54,52,Upgrade
Market Cap Growth,-,-18.22%,54.36%,-13.13%,-5.06%,30.69%,50.20%,7.39%,36.60%,4.42%,13.12%,Upgrade
Enterprise Value,528,516,436,600,353,224,204,171,158,119,126,Upgrade
PE Ratio,7.89,10.59,6.74,3.87,9.19,14.36,12.86,10.16,11.28,10.41,11.50,Upgrade
PS Ratio,0.94,1.48,1.11,0.75,1.80,3.28,3.26,2.85,2.53,1.96,2.03,Upgrade
PB Ratio,0.50,1.08,1.11,0.82,1.23,1.58,1.29,0.92,0.79,0.62,0.63,Upgrade
P/FCF Ratio,0.85,1.10,1.82,-0.88,-2.74,9.53,-45.43,7.33,-66.82,7.18,13.52,Upgrade
P/OCF Ratio,0.83,1.09,1.73,-0.92,-3.32,8.71,-53.72,8.51,-131.86,6.69,4.60,Upgrade
EV/Sales Ratio,5.98,4.70,2.43,3.48,4.28,4.69,5.54,6.11,5.38,4.29,4.92,Upgrade
EV/EBITDA Ratio,40.57,26.14,10.40,12.54,16.85,15.24,15.67,24.29,16.14,13.35,16.27,Upgrade
EV/EBIT Ratio,50.09,29.83,11.01,13.05,18.32,16.81,17.21,30.65,18.96,15.93,19.38,Upgrade
EV/FCF Ratio,5.42,3.49,3.97,-4.10,-6.52,13.64,-77.27,15.75,-142.10,15.72,32.75,Upgrade
Debt / Equity Ratio,2.93,2.62,1.51,3.23,2.05,1.14,1.30,1.43,1.18,0.99,1.17,Upgrade
Debt / EBITDA Ratio,37.56,20.08,6.50,10.61,11.84,7.64,9.28,17.59,11.42,9.70,12.44,Upgrade
Debt / FCF Ratio,5.02,2.68,2.48,-3.47,-4.58,6.83,-45.76,11.40,-100.56,11.42,25.03,Upgrade
Asset Turnover,0.04,0.06,0.10,0.11,0.07,0.05,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),6.60%,9.00%,17.00%,24.70%,14.50%,11.30%,10.40%,9.00%,7.20%,6.20%,5.50%,Upgrade
Return on Assets (ROA),0.50%,0.80%,1.70%,2.20%,1.40%,1.10%,1.10%,1.00%,0.90%,0.70%,0.70%,Upgrade
Return on Capital (ROIC),0.40%,0.80%,1.80%,2.50%,1.50%,1.20%,1.30%,0.70%,1.00%,1.00%,0.90%,Upgrade
Earnings Yield,12.87%,9.44%,14.84%,25.84%,10.89%,6.97%,7.78%,9.85%,8.86%,9.60%,8.69%,Upgrade
FCF Yield,117.94%,90.82%,55.05%,-113.46%,-36.44%,10.49%,-2.20%,13.64%,-1.50%,13.93%,7.40%,Upgrade
Dividend Yield,4.42%,2.76%,0.85%,1.23%,1.01%,0.90%,1.08%,1.47%,1.43%,1.76%,3.05%,Upgrade
Payout Ratio,34.40%,28.90%,5.70%,4.70%,9.00%,12.20%,13.10%,14.30%,15.30%,17.40%,33.40%,Upgrade
Buyback Yield / Dilution,3.84%,0.44%,-0.64%,-0.16%,0.02%,-1.13%,-1.84%,-2.48%,-0.84%,1.75%,-1.74%,Upgrade
Total Shareholder Return,8.26%,3.21%,0.21%,1.07%,1.03%,-0.24%,-0.76%,-1.00%,0.59%,3.51%,1.30%,Upgrade
