Year,Current,2022,2021
Market Capitalization,262,256,219
Market Cap Growth,-,16.91%,-
Enterprise Value,262,255,217
PE Ratio,125.34,125.34,-1924.04
PB Ratio,-38.47,-38.47,-37.71
P/FCF Ratio,137.98,134.68,3862.45
P/OCF Ratio,137.98,134.68,3862.45
EV/EBITDA Ratio,128.20,125.14,-1912.00
EV/EBIT Ratio,128.20,125.14,-1912.00
EV/FCF Ratio,137.76,134.47,3838.28
Current Ratio,2.55,2.55,5.69
Return on Equity (ROE),-32.40%,-32.40%,-
Return on Assets (ROA),1.00%,1.00%,-
Return on Capital (ROIC),1.00%,1.00%,-
Earnings Yield,0.78%,0.80%,-0.05%
FCF Yield,0.72%,0.74%,0.03%
Buyback Yield / Dilution,-235.25%,-235.25%,-
Total Shareholder Return,-235.25%,-235.25%,-
