Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1992
Market Capitalization,"114,859","109,123","113,735","79,092","66,733","42,638","43,197","27,864","26,646","24,158","21,177",Upgrade
Market Cap Growth,-,-4.05%,43.80%,18.52%,56.51%,-1.29%,55.03%,4.57%,10.30%,14.08%,39.49%,Upgrade
Enterprise Value,"125,879","119,369","111,825","79,615","68,387","44,324","43,975","29,028","28,770","22,453","20,416",Upgrade
PE Ratio,42.39,33.60,37.61,33.82,31.43,21.78,28.88,13.23,23.05,-210.07,15.39,Upgrade
PS Ratio,9.63,9.76,13.71,10.63,9.96,6.81,7.13,4.92,5.01,4.78,4.50,Upgrade
PB Ratio,3.17,3.00,55.97,155.39,139.32,67.90,60.93,42.87,137.35,49.50,16.28,Upgrade
P/FCF Ratio,40.03,43.41,31.92,22.66,25.08,21.85,22.82,19.28,302.80,21.28,48.79,Upgrade
P/OCF Ratio,38.67,41.92,31.61,22.17,24.04,20.66,21.43,17.86,117.38,19.69,38.43,Upgrade
EV/Sales Ratio,10.53,10.68,13.48,10.70,10.21,7.08,7.25,5.13,5.42,4.45,4.34,Upgrade
EV/EBITDA Ratio,24.67,20.78,26.49,23.55,22.10,15.51,16.61,8.47,14.66,69.51,10.22,Upgrade
EV/EBIT Ratio,31.95,25.23,27.65,25.08,23.66,16.71,17.82,8.94,15.94,118.80,10.98,Upgrade
EV/FCF Ratio,43.80,47.48,31.39,22.81,25.70,22.72,23.23,20.09,326.93,19.78,47.04,Upgrade
Debt / Equity Ratio,0.34,0.32,2.27,9.14,9.54,5.83,5.03,5.48,18.61,1.63,0.61,Upgrade
Debt / EBITDA Ratio,2.40,2.01,1.09,1.38,1.48,1.28,1.35,1.04,1.84,2.46,0.40,Upgrade
Debt / FCF Ratio,4.26,4.59,1.29,1.33,1.72,1.88,1.89,2.47,41.03,0.70,1.84,Upgrade
Current Ratio,0.91,0.95,2.31,1.67,1.52,1.36,1.35,1.41,1.13,1.01,1.24,Upgrade
Asset Turnover,0.19,0.18,0.60,0.65,0.65,0.69,0.68,0.67,0.76,0.81,0.77,Upgrade
Return on Equity (ROE),7.50%,8.50%,195.90%,1027.00%,510.30%,368.90%,178.30%,492.60%,214.70%,-9.50%,121.50%,Upgrade
Return on Assets (ROA),4.50%,5.10%,21.80%,20.50%,20.50%,21.40%,16.80%,24.90%,16.60%,-1.80%,22.60%,Upgrade
Return on Capital (ROIC),30.30%,36.50%,90.40%,66.20%,61.40%,83.00%,83.20%,107.80%,95.60%,372.40%,763.90%,Upgrade
Earnings Yield,2.44%,2.98%,2.66%,2.96%,3.18%,4.59%,3.46%,7.56%,4.34%,-0.48%,6.50%,Upgrade
FCF Yield,2.50%,2.30%,3.13%,4.41%,3.99%,4.58%,4.38%,5.19%,0.33%,4.70%,2.05%,Upgrade
Dividend Yield,0.96%,0.97%,0.65%,0.82%,0.84%,1.19%,0.98%,1.03%,1.36%,1.35%,1.48%,Upgrade
Payout Ratio,40.70%,32.40%,24.50%,27.60%,26.40%,25.60%,28.10%,13.50%,31.00%,-285.70%,22.40%,Upgrade
Buyback Yield / Dilution,-16.58%,-31.72%,0.12%,1.94%,2.49%,2.20%,2.38%,3.42%,-1.14%,2.97%,1.69%,Upgrade
Total Shareholder Return,-15.61%,-30.75%,0.78%,2.76%,3.33%,3.39%,3.36%,4.45%,0.22%,4.32%,3.17%,Upgrade
