Year,Current,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011 - 2001
Market Capitalization,"83,730","84,073","73,071","50,024","68,805","94,081","89,831","65,035","88,100","78,439","84,927",Upgrade
Market Cap Growth,-,15.06%,46.07%,-27.30%,-26.87%,4.73%,38.13%,-26.18%,12.32%,-7.64%,20.51%,Upgrade
Enterprise Value,"-95,144","-94,438","-137,049","91,696","-14,747","-90,846","-1,181","112,040","216,523","333,359","423,154",Upgrade
PE Ratio,28.17,-123.00,7.12,17.64,10.53,8.76,49.11,9.10,6.94,8.12,7.61,Upgrade
PS Ratio,3.29,3.32,1.70,1.42,1.96,2.44,3.15,1.65,2.12,2.08,2.11,Upgrade
PB Ratio,0.65,0.66,0.51,0.36,0.50,0.72,0.71,0.51,0.72,0.66,0.75,Upgrade
P/FCF Ratio,16.43,16.57,-13.95,-3.13,-50.85,-11.31,26.98,1.90,5.23,14.17,-3.29,Upgrade
P/OCF Ratio,11.18,11.27,-32.47,-3.98,33.15,-19.07,14.42,1.75,4.43,8.87,-3.70,Upgrade
EV/Sales Ratio,-3.73,-3.73,-3.19,2.61,-0.42,-2.36,-0.04,2.84,5.20,8.82,10.51,Upgrade
EV/EBITDA Ratio,-46.83,-46.83,-7.86,12.83,-1.37,-5.28,-0.21,8.34,10.27,20.72,23.92,Upgrade
EV/EBIT Ratio,117.67,117.67,-9.55,23.53,-1.90,-6.35,-0.44,10.74,11.82,25.34,29.20,Upgrade
EV/FCF Ratio,-18.62,-18.62,26.17,-5.74,10.90,10.93,-0.35,3.27,12.85,60.23,-16.41,Upgrade
Debt / Equity Ratio,5.64,5.64,5.14,5.53,4.30,3.66,3.86,3.85,3.82,4.13,4.11,Upgrade
Debt / EBITDA Ratio,358.19,358.19,42.35,107.67,55.13,27.83,86.30,36.42,22.20,30.46,26.15,Upgrade
Debt / FCF Ratio,142.40,142.40,-141.04,-48.19,-439.28,-57.58,146.18,14.27,27.77,88.54,-17.94,Upgrade
Asset Turnover,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.02,Upgrade
Return on Equity (ROE),-0.50%,-0.50%,7.30%,2.00%,4.80%,8.50%,1.40%,5.50%,11.30%,8.70%,11.00%,Upgrade
Return on Assets (ROA),0.00%,0.00%,0.30%,0.10%,0.20%,0.40%,0.10%,0.30%,0.60%,0.40%,0.50%,Upgrade
Return on Capital (ROIC),0.00%,0.00%,0.50%,0.10%,0.30%,0.60%,0.10%,0.40%,0.80%,0.50%,0.50%,Upgrade
Earnings Yield,-0.82%,-0.81%,14.04%,5.67%,9.50%,11.42%,2.04%,10.99%,14.41%,12.32%,13.14%,Upgrade
FCF Yield,6.09%,6.03%,-7.17%,-31.93%,-1.97%,-8.84%,3.71%,52.75%,19.13%,7.06%,-30.37%,Upgrade
Dividend Yield,3.41%,-,4.10%,5.96%,3.45%,2.08%,2.40%,4.83%,2.10%,2.55%,2.19%,Upgrade
Payout Ratio,0.00%,0.00%,29.20%,105.20%,36.40%,18.20%,118.00%,43.90%,14.60%,20.70%,16.60%,Upgrade
Buyback Yield / Dilution,3.72%,0.48%,0.41%,1.12%,1.76%,2.15%,2.29%,1.66%,0.30%,-0.08%,0.02%,Upgrade
Total Shareholder Return,7.14%,0.48%,4.51%,7.08%,5.21%,4.23%,4.69%,6.49%,2.40%,2.47%,2.21%,Upgrade
