Year,Current,2022,2021
Market Capitalization,213,208,203
Market Cap Growth,-,2.64%,-
Enterprise Value,213,208,202
PE Ratio,344.67,-226.26,-297.55
PB Ratio,-24.80,-25.29,-38.99
P/FCF Ratio,-206.94,-166.81,-245.52
P/OCF Ratio,-206.94,-166.81,-245.52
EV/EBITDA Ratio,206.72,-459.11,-295.93
EV/EBIT Ratio,206.72,-459.11,-295.93
EV/FCF Ratio,-206.72,-166.51,-244.19
Current Ratio,0.08,0.22,5.11
Return on Equity (ROE),-2.50%,12.80%,26.30%
Return on Assets (ROA),0.10%,-0.50%,-0.80%
Return on Capital (ROIC),0.60%,-0.30%,-0.80%
Earnings Yield,0.09%,-0.44%,-0.34%
FCF Yield,-0.48%,-0.60%,-0.41%
Buyback Yield / Dilution,-174.61%,-,
Total Shareholder Return,-174.61%,-,
