Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,822,799,899,534,717,589,596,591,347,367,243,Upgrade
Market Cap Growth,-,-11.19%,68.34%,-25.50%,21.83%,-1.29%,0.96%,70.32%,-5.49%,50.78%,11.42%,Upgrade
Enterprise Value,"1,251","1,246",750,566,"1,002",977,878,975,550,573,425,Upgrade
PE Ratio,6.30,7.89,18.91,15.37,13.36,12.73,15.50,18.96,31.70,21.99,13.85,Upgrade
PS Ratio,2.38,2.38,3.74,3.03,3.54,3.25,3.61,3.88,2.67,3.36,2.50,Upgrade
PB Ratio,1.00,1.02,1.06,0.93,1.21,1.13,1.30,1.36,0.83,1.08,1.10,Upgrade
P/FCF Ratio,5.68,7.06,6.01,6.58,11.14,8.32,10.62,10.70,9.02,15.04,7.19,Upgrade
P/OCF Ratio,5.40,6.66,5.75,6.25,10.68,7.82,9.77,9.74,7.24,11.65,6.01,Upgrade
EV/Sales Ratio,3.63,3.71,3.11,3.21,4.95,5.40,5.31,6.41,4.23,5.25,4.37,Upgrade
EV/EBITDA Ratio,8.34,8.54,9.18,8.29,12.03,13.36,11.65,15.13,16.50,15.34,9.40,Upgrade
EV/EBIT Ratio,9.43,9.68,13.16,13.27,15.33,17.78,15.34,21.54,37.10,23.69,14.61,Upgrade
EV/FCF Ratio,8.65,11.02,5.01,6.97,15.57,13.81,15.63,17.66,14.30,23.49,12.55,Upgrade
Debt / Equity Ratio,0.72,0.77,0.31,0.32,0.67,0.90,0.77,1.04,0.65,0.79,1.06,Upgrade
Debt / EBITDA Ratio,3.91,4.12,3.26,2.69,4.80,6.37,4.69,6.99,8.23,7.16,5.21,Upgrade
Debt / FCF Ratio,4.05,5.32,1.78,2.26,6.22,6.59,6.29,8.16,7.13,10.96,6.95,Upgrade
Asset Turnover,0.05,0.05,0.04,0.04,0.05,0.05,0.05,0.05,0.04,0.05,0.05,Upgrade
Return on Equity (ROE),13.20%,12.90%,6.70%,6.10%,9.40%,9.30%,8.50%,7.20%,2.60%,5.90%,7.90%,Upgrade
Return on Assets (ROA),1.40%,1.40%,0.80%,0.70%,1.30%,1.20%,1.10%,0.90%,0.30%,0.70%,0.90%,Upgrade
Return on Capital (ROIC),1.90%,1.80%,1.00%,0.90%,1.50%,1.30%,1.60%,1.30%,0.50%,1.00%,1.40%,Upgrade
Earnings Yield,12.69%,12.68%,5.29%,6.51%,7.49%,7.86%,6.45%,5.28%,3.16%,4.55%,7.22%,Upgrade
FCF Yield,17.60%,14.16%,16.65%,15.20%,8.97%,12.01%,9.42%,9.35%,11.09%,6.65%,13.91%,Upgrade
Dividend Yield,6.58%,5.26%,3.49%,5.09%,3.73%,3.64%,2.56%,1.97%,3.06%,2.01%,2.37%,Upgrade
Payout Ratio,40.80%,41.60%,65.90%,78.70%,49.80%,46.30%,39.60%,37.20%,96.80%,44.10%,32.70%,Upgrade
Buyback Yield / Dilution,0.38%,-27.50%,-10.66%,2.12%,-6.02%,-5.02%,-0.29%,-2.64%,-43.73%,-15.23%,-1.44%,Upgrade
Total Shareholder Return,6.96%,-22.24%,-7.17%,7.21%,-2.29%,-1.38%,2.27%,-0.68%,-40.67%,-13.22%,0.93%,Upgrade
