Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,117,126,141,113,189,168,190,127,101,101,89,Upgrade
Market Cap Growth,-,-10.88%,25.20%,-40.31%,13.01%,-11.64%,49.37%,25.54%,0.51%,12.49%,18.03%,Upgrade
Enterprise Value,52,108,19,12,180,145,159,132,88,103,88,Upgrade
PE Ratio,8.89,9.45,12.06,11.01,19.11,14.02,25.25,18.34,11.79,12.46,11.02,Upgrade
PS Ratio,2.08,2.29,2.76,2.33,3.70,3.25,3.90,3.04,2.47,2.48,2.21,Upgrade
PB Ratio,0.84,0.93,1.00,0.83,1.48,1.42,1.73,1.21,1.12,1.17,1.11,Upgrade
P/FCF Ratio,7.44,9.00,11.69,12.50,22.22,10.87,14.85,10.86,11.97,9.40,7.45,Upgrade
P/OCF Ratio,6.51,7.88,10.73,9.05,12.83,9.23,13.08,9.49,9.72,8.61,6.80,Upgrade
EV/Sales Ratio,0.95,1.96,0.37,0.25,3.52,2.80,3.28,3.17,2.15,2.55,2.18,Upgrade
EV/EBITDA Ratio,3.03,6.16,1.20,0.86,13.70,9.31,11.81,13.08,7.13,8.54,7.36,Upgrade
EV/EBIT Ratio,3.34,6.77,1.34,0.97,15.40,10.18,13.29,14.97,7.73,9.21,7.99,Upgrade
EV/FCF Ratio,3.38,7.70,1.55,1.32,21.18,9.38,12.49,11.33,10.42,9.64,7.36,Upgrade
Debt / Equity Ratio,0.20,0.21,0.21,0.27,0.34,0.41,0.41,0.44,0.36,0.39,0.34,Upgrade
Debt / EBITDA Ratio,1.58,1.58,1.88,2.69,3.30,3.10,3.29,4.51,2.63,2.77,2.27,Upgrade
Debt / FCF Ratio,1.75,1.98,2.42,4.12,5.11,3.13,3.48,3.90,3.84,3.13,2.27,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,Upgrade
Return on Equity (ROE),9.80%,10.00%,8.40%,7.70%,8.00%,10.50%,6.90%,6.90%,9.60%,9.50%,10.30%,Upgrade
Return on Assets (ROA),1.10%,1.10%,0.90%,0.90%,1.00%,1.10%,0.70%,0.80%,1.00%,1.00%,1.10%,Upgrade
Return on Capital (ROIC),1.30%,1.40%,1.30%,1.20%,1.20%,1.40%,1.20%,1.00%,1.50%,1.50%,1.50%,Upgrade
Earnings Yield,11.42%,10.58%,8.29%,9.08%,5.23%,7.13%,3.96%,5.45%,8.48%,8.03%,9.07%,Upgrade
FCF Yield,13.44%,11.11%,8.56%,8.00%,4.50%,9.20%,6.74%,9.21%,8.36%,10.63%,13.43%,Upgrade
Dividend Yield,4.09%,3.75%,2.83%,3.56%,2.12%,2.37%,2.08%,3.09%,3.63%,3.42%,3.32%,Upgrade
Payout Ratio,36.00%,35.40%,34.30%,39.30%,40.40%,33.20%,52.50%,52.80%,42.80%,42.60%,36.50%,Upgrade
Buyback Yield / Dilution,-0.10%,-0.02%,0.35%,-0.20%,-0.95%,-0.87%,-0.57%,-13.31%,-0.46%,-0.90%,-0.81%,Upgrade
Total Shareholder Return,3.99%,3.73%,3.18%,3.36%,1.17%,1.50%,1.51%,-10.22%,3.16%,2.52%,2.50%,Upgrade
