Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Market Capitalization,"30,186","32,534","43,602","34,663","40,776","31,677","45,793","46,213","53,454","60,465","55,490",Upgrade
Market Cap Growth,-,-25.38%,25.79%,-14.99%,28.73%,-30.83%,-0.91%,-13.55%,-11.60%,8.97%,5.05%,Upgrade
Enterprise Value,"531,078","568,484","572,253","650,256","533,089","488,875","525,026","576,900","732,618","1,099,627","1,131,226",Upgrade
PE Ratio,4.67,5.38,5.27,16.58,12.59,15.63,-17.64,23.06,-92.03,-223.05,62.05,Upgrade
PS Ratio,0.97,1.08,1.49,1.16,1.57,1.27,1.81,1.96,1.79,1.95,1.35,Upgrade
PB Ratio,0.36,0.40,0.47,0.39,0.48,0.40,0.53,0.58,0.61,0.65,0.61,Upgrade
P/FCF Ratio,-,0.95,0.69,0.45,-13.78,2.94,0.57,3.77,2.63,-3.61,-1.31,Upgrade
P/OCF Ratio,-,0.89,0.67,0.44,-61.73,2.94,0.56,3.32,2.36,-3.73,-1.34,Upgrade
EV/Sales Ratio,17.06,18.91,19.56,21.81,20.55,19.59,20.73,24.49,24.50,35.40,27.48,Upgrade
EV/EBITDA Ratio,-,60.12,45.57,122.85,81.29,153.60,249.21,120.53,252.14,343.53,201.85,Upgrade
EV/EBIT Ratio,69.00,77.84,58.45,222.86,116.96,153.60,1221.76,178.63,657.90,745.47,323.67,Upgrade
EV/FCF Ratio,-,16.56,9.09,8.45,-180.15,45.30,6.53,47.03,36.00,-65.66,-26.61,Upgrade
Debt / Equity Ratio,9.78,10.27,9.20,9.73,8.14,8.59,8.23,8.20,8.55,11.89,12.58,Upgrade
Debt / EBITDA Ratio,-,89.35,67.42,165.76,105.22,214.25,337.21,137.27,259.49,344.55,205.82,Upgrade
Debt / FCF Ratio,-,24.62,13.45,11.40,-233.18,63.19,8.83,53.56,37.05,-65.86,-27.13,Upgrade
Asset Turnover,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,Upgrade
Return on Equity (ROE),7.90%,7.30%,9.20%,2.30%,3.70%,2.60%,-3.00%,2.60%,-0.70%,-0.30%,1.00%,Upgrade
Return on Assets (ROA),0.30%,0.30%,0.40%,0.10%,0.20%,0.10%,-0.20%,0.10%,0.00%,0.00%,0.00%,Upgrade
Return on Capital (ROIC),0.30%,0.30%,0.40%,0.10%,0.20%,0.20%,0.00%,0.20%,0.00%,0.00%,0.10%,Upgrade
Earnings Yield,21.57%,18.60%,18.97%,6.03%,7.94%,6.40%,-5.67%,4.34%,-1.09%,-0.45%,1.61%,Upgrade
FCF Yield,105.49%,144.33%,222.03%,-7.26%,34.07%,175.70%,26.55%,38.07%,-27.70%,-76.61%,Upgrade,
Dividend Yield,1.16%,16.72%,6.42%,15.62%,14.50%,6.90%,5.43%,9.02%,12.16%,11.41%,8.96%,Upgrade
Payout Ratio,21.70%,22.00%,8.50%,64.70%,45.80%,27.20%,-26.60%,48.30%,-351.70%,-981.10%,161.30%,Upgrade
Buyback Yield / Dilution,5.26%,0.99%,2.89%,-1.29%,-1.95%,-,-,-1.86%,-2.39%,-31.62%,-0.35%,Upgrade
Total Shareholder Return,6.42%,17.71%,9.31%,14.33%,12.54%,6.90%,5.43%,7.16%,9.77%,-20.21%,8.60%,Upgrade
