Year,Current,2022,2021
Market Capitalization,248,439,187
Market Cap Growth,-,134.31%,-
Enterprise Value,248,438,186
PE Ratio,30.82,34.67,107.47
PB Ratio,-26.70,-50.59,-10.04
P/FCF Ratio,-476.23,-1065.43,-314.66
P/OCF Ratio,-476.23,-1065.43,-314.66
EV/EBITDA Ratio,30.01,34.62,106.86
EV/EBIT Ratio,30.01,34.62,106.86
EV/FCF Ratio,-475.53,-1063.91,-312.89
Current Ratio,0.82,1.26,8.85
Return on Equity (ROE),-91.70%,-128.60%,-
Return on Assets (ROA),4.20%,6.50%,-
Return on Capital (ROIC),4.20%,6.50%,-
Earnings Yield,3.33%,2.88%,0.93%
FCF Yield,-0.21%,-0.09%,-0.32%
Buyback Yield / Dilution,-310.19%,-,
Total Shareholder Return,-310.19%,-,
