Year,Current,2022,2021
Market Capitalization,156,385,371
Market Cap Growth,-,3.59%,-
Enterprise Value,157,385,371
PE Ratio,74.14,24.58,24.36
PB Ratio,-9.01,-28.34,-14.95
P/FCF Ratio,-150.38,-1233.76,-235.80
P/OCF Ratio,-150.38,-1233.76,-235.80
EV/EBITDA Ratio,22.99,24.57,24.33
EV/EBIT Ratio,22.99,24.57,24.33
EV/FCF Ratio,-151.18,-1233.46,-235.50
Debt / Equity Ratio,-0.05,-,-
Debt / EBITDA Ratio,0.12,-,-
Debt / FCF Ratio,-0.81,-,-
Current Ratio,0.13,0.05,0.35
Return on Equity (ROE),-45.70%,-102.70%,-154.60%
Return on Assets (ROA),2.70%,5.10%,5.00%
Return on Capital (ROIC),2.80%,5.20%,5.00%
Earnings Yield,4.35%,4.07%,4.11%
FCF Yield,-0.66%,-0.08%,-0.42%
Buyback Yield / Dilution,33.32%,-10.61%,-
Total Shareholder Return,33.32%,-10.61%,-
