Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Market Capitalization,677,587,659,627,845,682,"1,053","1,147","1,005","1,161","1,069",Upgrade
Market Cap Growth,-,-10.89%,5.06%,-25.84%,23.93%,-35.25%,-8.18%,14.10%,-13.40%,8.63%,33.51%,Upgrade
Enterprise Value,"4,332","4,242","3,357","1,833","2,962","2,495","2,593","3,344","4,147","4,887","4,370",Upgrade
PE Ratio,5.73,6.38,10.51,9.86,9.82,61.24,12.85,13.18,9.67,11.34,12.61,Upgrade
PS Ratio,4.06,3.52,6.32,6.32,6.67,5.35,7.62,6.83,5.78,6.93,7.92,Upgrade
PB Ratio,0.63,0.55,0.66,0.60,0.83,0.69,1.01,1.13,1.03,1.27,1.24,Upgrade
P/FCF Ratio,-0.63,-0.63,-0.68,0.55,-4.36,-2.45,1.81,1.84,3.75,-4.35,19.76,Upgrade
P/OCF Ratio,-0.63,-0.63,-0.68,0.55,-4.38,-2.45,1.80,1.82,3.75,-4.36,19.59,Upgrade
EV/Sales Ratio,25.99,25.45,32.21,18.49,23.38,19.55,18.75,19.91,23.85,29.16,32.40,Upgrade
EV/EBITDA Ratio,45.72,44.77,50.71,26.99,33.05,183.49,30.72,37.52,39.14,46.61,49.95,Upgrade
EV/EBIT Ratio,47.07,46.09,53.54,28.83,34.42,223.98,31.62,38.42,39.88,47.74,51.57,Upgrade
EV/FCF Ratio,-4.58,-4.58,-3.45,1.60,-15.29,-8.96,4.46,5.35,15.49,-18.33,80.82,Upgrade
Debt / Equity Ratio,4.58,4.58,3.98,1.99,3.24,3.58,2.12,3.23,4.57,4.95,4.82,Upgrade
Debt / EBITDA Ratio,51.68,51.68,59.69,30.47,36.77,261.71,26.20,36.65,41.92,42.98,47.33,Upgrade
Debt / FCF Ratio,-5.28,-5.28,-4.06,1.81,-17.01,-12.78,3.80,5.23,16.59,-16.90,76.58,Upgrade
Asset Turnover,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,Upgrade
Return on Equity (ROE),8.90%,8.90%,6.20%,6.20%,8.60%,1.10%,8.00%,8.80%,11.00%,11.60%,10.10%,Upgrade
Return on Assets (ROA),1.10%,1.10%,0.90%,0.90%,1.20%,0.20%,1.20%,1.10%,1.30%,1.30%,1.20%,Upgrade
Return on Capital (ROIC),0.80%,0.80%,0.70%,0.80%,0.90%,0.10%,1.00%,0.80%,0.90%,0.90%,0.80%,Upgrade
Earnings Yield,13.60%,15.68%,9.52%,10.14%,10.18%,1.63%,7.78%,7.59%,10.34%,8.82%,7.93%,Upgrade
FCF Yield,-136.99%,-157.94%,-147.75%,182.37%,-22.92%,-40.83%,55.19%,54.46%,26.63%,-22.96%,5.06%,Upgrade
Dividend Yield,5.37%,6.19%,5.89%,7.18%,7.21%,8.93%,5.75%,5.26%,4.49%,5.98%,4.33%,Upgrade
Payout Ratio,39.40%,39.40%,61.70%,70.90%,71.00%,550.00%,73.70%,69.10%,43.30%,67.40%,54.30%,Upgrade
Buyback Yield / Dilution,8.19%,6.42%,2.17%,-0.20%,-0.08%,-0.54%,-0.30%,-0.25%,-0.59%,-0.91%,-1.57%,Upgrade
Total Shareholder Return,13.56%,12.61%,8.06%,6.97%,7.13%,8.38%,5.45%,5.02%,3.90%,5.07%,2.76%,Upgrade
