Year,Current,2022,2021
Market Capitalization,93,"2,054",88
Market Cap Growth,-,2231.20%,-
Enterprise Value,73,"2,034",19
PE Ratio,459319.09,459319.09,-584.34
PB Ratio,-901.69,-901.69,-54.97
P/FCF Ratio,-4600.91,-4600.91,-583.33
P/OCF Ratio,-4600.91,-4600.91,-583.33
EV/EBITDA Ratio,393.37,10973.08,-123.49
EV/EBIT Ratio,393.37,10973.08,-123.49
EV/FCF Ratio,-4556.48,-4556.48,-123.28
Current Ratio,7.72,7.72,31.98
Return on Equity (ROE),-0.20%,-0.20%,-
Return on Capital (ROIC),0.30%,0.30%,-
Earnings Yield,0.00%,0.00%,-0.17%
FCF Yield,-0.48%,-0.02%,-0.17%
Buyback Yield / Dilution,-219.16%,-219.16%,-
Total Shareholder Return,-219.16%,-219.16%,-
