Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2006
Market Capitalization,"483,576","368,265","473,749","425,509","373,453","333,710","240,000","194,721","169,040","132,514","122,908",Upgrade
Market Cap Growth,-,-22.27%,11.34%,13.94%,11.91%,39.05%,23.25%,15.19%,27.56%,7.82%,37.26%,Upgrade
Enterprise Value,"484,862","370,744","475,320","428,637","376,903","337,140","243,898","200,638","161,953","127,066","118,604",Upgrade
PE Ratio,30.81,24.62,38.48,39.16,30.92,32.40,35.83,32.50,26.71,24.37,24.68,Upgrade
PS Ratio,15.57,12.56,19.65,19.48,16.25,16.19,13.07,12.91,12.18,10.43,10.44,Upgrade
PB Ratio,12.51,10.35,12.60,11.75,10.77,9.81,7.33,5.92,5.66,4.83,4.57,Upgrade
P/FCF Ratio,26.55,20.60,32.62,43.85,31.05,27.30,27.84,38.55,27.35,19.92,48.18,Upgrade
P/OCF Ratio,25.18,19.54,31.11,40.76,29.21,25.79,25.76,34.93,25.67,18.39,40.67,Upgrade
EV/Sales Ratio,15.65,12.65,19.72,19.62,16.40,16.36,13.29,13.30,11.67,10.00,10.07,Upgrade
EV/EBITDA Ratio,23.75,18.98,27.35,28.44,23.45,24.03,19.04,22.44,17.06,15.56,15.50,Upgrade
EV/EBIT Ratio,24.86,19.85,28.68,29.96,24.45,25.13,19.90,23.78,18.00,16.43,16.34,Upgrade
EV/FCF Ratio,26.68,20.74,32.73,44.17,31.34,27.58,28.29,39.72,26.21,19.10,46.49,Upgrade
Debt / Equity Ratio,0.53,0.63,0.56,0.66,0.48,0.49,0.56,0.48,-,-,-,Upgrade
Debt / EBITDA Ratio,1.01,1.15,1.21,1.60,1.04,1.19,1.43,1.78,-,-,-,Upgrade
Debt / FCF Ratio,1.13,1.26,1.44,2.48,1.39,1.36,2.13,3.14,-,-,-,Upgrade
Current Ratio,1.50,1.45,1.75,1.91,1.56,1.61,1.90,1.78,1.87,1.59,1.80,Upgrade
Asset Turnover,0.36,0.35,0.30,0.28,0.32,0.30,0.28,0.25,0.36,0.34,0.33,Upgrade
Return on Equity (ROE),43.10%,41.80%,32.70%,30.70%,35.00%,30.60%,21.10%,19.30%,22.10%,20.00%,18.40%,Upgrade
Return on Assets (ROA),18.40%,17.90%,15.10%,14.20%,17.00%,15.10%,10.40%,10.10%,16.20%,14.50%,14.00%,Upgrade
Return on Capital (ROIC),69.80%,69.90%,60.50%,59.70%,64.00%,60.00%,58.60%,34.00%,133.90%,123.60%,103.30%,Upgrade
Earnings Yield,3.27%,4.06%,2.60%,2.55%,3.23%,3.09%,2.79%,3.08%,3.74%,4.10%,4.05%,Upgrade
FCF Yield,3.77%,4.85%,3.07%,2.28%,3.22%,3.66%,3.59%,2.59%,3.66%,5.02%,2.08%,Upgrade
Dividend Yield,0.75%,0.97%,0.66%,0.70%,0.68%,0.64%,0.73%,0.77%,0.77%,0.84%,0.78%,Upgrade
Payout Ratio,28.00%,21.40%,22.70%,24.50%,18.80%,18.60%,23.60%,22.50%,18.60%,18.50%,17.40%,Upgrade
Buyback Yield / Dilution,2.04%,2.13%,1.45%,1.98%,2.20%,2.56%,0.90%,1.69%,2.51%,3.56%,24.87%,Upgrade
Total Shareholder Return,2.79%,3.10%,2.11%,2.68%,2.88%,3.20%,1.63%,2.46%,3.28%,4.40%,25.65%,Upgrade
