Year,Current,2022,2021
Market Capitalization,394,384,313
Market Cap Growth,-,22.57%,-
Enterprise Value,80,73,311
PE Ratio,150.00,27.90,-117.42
PB Ratio,-86.51,-133.76,-12.67
P/FCF Ratio,101.89,242.12,-8554.39
P/OCF Ratio,101.89,242.12,-8554.39
EV/EBITDA Ratio,8.60,5.31,-116.61
EV/EBIT Ratio,8.60,5.31,-116.61
EV/FCF Ratio,20.81,46.08,-8495.49
Current Ratio,58.90,78.35,3.06
Return on Equity (ROE),-110.00%,-114.00%,-
Return on Assets (ROA),3.00%,4.50%,-
Return on Capital (ROIC),3.10%,4.60%,-
Earnings Yield,2.37%,3.58%,-0.85%
FCF Yield,0.98%,0.41%,-0.01%
Buyback Yield / Dilution,-330.86%,-,
Total Shareholder Return,-330.86%,-,
