Year,Current,2022,2021
Market Capitalization,42,188,182
Market Cap Growth,-,2.98%,-
Enterprise Value,42,188,182
PE Ratio,35.55,27.28,95.75
PB Ratio,-34.92,-34.92,-16.72
P/FCF Ratio,-218.82,-218.82,-181.30
P/OCF Ratio,-218.82,-218.82,-181.30
EV/EBITDA Ratio,5.78,25.91,95.41
EV/EBIT Ratio,5.78,25.91,95.41
EV/FCF Ratio,-218.70,-218.70,-180.66
Debt / Equity Ratio,-0.04,-0.04,-
Debt / EBITDA Ratio,0.03,0.03,-
Debt / FCF Ratio,-0.26,-0.26,-
Current Ratio,0.59,0.59,2.64
Return on Equity (ROE),-96.70%,-96.70%,-
Return on Assets (ROA),4.60%,4.60%,-
Return on Capital (ROIC),4.80%,4.80%,-
Earnings Yield,16.41%,3.67%,1.04%
FCF Yield,-2.05%,-0.46%,-0.55%
