Year,Current,2022
Market Capitalization,73,71
Enterprise Value,18,15
PE Ratio,429.96,429.96
PB Ratio,13.80,13.31
P/FCF Ratio,-243.07,-243.07
P/OCF Ratio,-243.07,-243.07
EV/EBITDA Ratio,81.65,69.80
EV/EBIT Ratio,81.65,69.80
EV/FCF Ratio,-51.91,-51.91
Current Ratio,19.68,19.68
Return on Equity (ROE),6.20%,6.20%
Return on Assets (ROA),0.60%,0.60%
Return on Capital (ROIC),0.80%,0.80%
Earnings Yield,0.22%,0.23%
FCF Yield,-0.40%,-0.41%
Buyback Yield / Dilution,-120.00%,-
Total Shareholder Return,-120.00%,-
