Year,Current,2022,2021
Market Capitalization,67,253,244
Market Cap Growth,-,3.59%,-
Enterprise Value,66,252,242
PE Ratio,601.14,4221.91,-1347.35
PB Ratio,-6.75,-26.90,-32.54
P/FCF Ratio,-59.39,-200.81,-998.99
P/OCF Ratio,-59.39,-200.81,-998.99
EV/EBITDA Ratio,228.81,1229.92,-1339.35
EV/EBIT Ratio,228.81,1229.92,-1339.35
EV/FCF Ratio,-58.77,-200.15,-993.06
Current Ratio,0.54,0.71,12.56
Return on Equity (ROE),-1.20%,-0.70%,4.90%
Return on Assets (ROA),0.10%,0.00%,-0.20%
Return on Capital (ROIC),0.30%,0.10%,-0.20%
Earnings Yield,0.16%,0.02%,-0.07%
FCF Yield,-1.64%,-0.50%,-0.10%
Buyback Yield / Dilution,73.63%,-101.07%,-
Total Shareholder Return,73.63%,-101.07%,-
