Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Market Capitalization,"1,253",932,"1,908","2,945","2,137","2,487","2,613","1,231","1,567","1,156",988,Upgrade
Market Cap Growth,-,-51.13%,-35.21%,37.83%,-14.07%,-4.84%,112.24%,-21.44%,35.60%,17.02%,202.92%,Upgrade
Enterprise Value,543,197,"1,289","2,126","1,372","1,958","2,220",814,"1,212",852,731,Upgrade
PE Ratio,7.92,6.66,9.29,-25.85,18.04,21.18,22.66,13.20,18.99,16.03,18.96,Upgrade
PS Ratio,2.87,2.10,2.85,5.83,4.41,5.22,6.12,3.38,4.80,4.68,5.96,Upgrade
PB Ratio,0.95,0.69,1.52,2.68,2.13,2.94,3.90,2.55,4.15,3.87,4.11,Upgrade
P/FCF Ratio,15.63,11.40,-17.19,25.86,12.23,19.07,36.34,14.53,18.88,13.50,11.26,Upgrade
P/OCF Ratio,14.08,10.27,8.02,24.19,11.61,16.69,27.51,12.38,15.07,12.14,10.44,Upgrade
EV/Sales Ratio,1.22,0.44,1.92,4.21,2.83,4.11,5.20,2.24,3.71,3.45,4.41,Upgrade
EV/EBITDA Ratio,2.53,0.92,4.48,-45.81,7.74,11.91,13.75,6.37,10.98,8.51,10.28,Upgrade
EV/EBIT Ratio,3.04,1.10,5.13,-28.57,9.15,12.97,14.90,6.84,11.54,8.83,10.65,Upgrade
EV/FCF Ratio,6.64,2.41,-11.61,18.67,7.85,15.02,30.88,9.61,14.60,9.95,8.33,Upgrade
Debt / Equity Ratio,0.01,0.01,0.02,0.03,0.05,0.02,0.11,0.34,0.21,0.03,-,Upgrade
Debt / EBITDA Ratio,0.06,0.06,0.07,-0.64,0.29,0.13,0.46,1.27,0.72,0.08,-,Upgrade
Debt / FCF Ratio,0.15,0.15,-0.18,0.26,0.30,0.16,1.03,1.92,0.96,0.09,-,Upgrade
Current Ratio,3.32,3.32,2.42,3.56,4.47,3.21,2.21,3.00,3.37,3.28,4.18,Upgrade
Asset Turnover,0.27,0.27,0.43,0.36,0.37,0.46,0.46,0.49,0.63,0.66,0.61,Upgrade
Return on Equity (ROE),10.80%,10.80%,17.10%,-9.80%,11.60%,15.10%,19.20%,21.20%,24.90%,27.00%,24.40%,Upgrade
Return on Assets (ROA),8.60%,8.60%,13.00%,-8.00%,9.00%,11.20%,12.30%,12.50%,15.80%,19.20%,19.10%,Upgrade
Return on Capital (ROIC),22.60%,22.60%,33.20%,-12.90%,22.20%,27.00%,34.90%,35.90%,75.90%,210.50%,123.60%,Upgrade
Earnings Yield,10.96%,15.03%,10.76%,-3.87%,5.54%,4.72%,4.41%,7.58%,5.27%,6.24%,5.27%,Upgrade
FCF Yield,6.40%,8.77%,-5.82%,3.87%,8.18%,5.24%,2.75%,6.88%,5.30%,7.41%,8.88%,Upgrade
Dividend Yield,-,-,-,-,-,-,-,-,-,0.40%,Upgrade,
Payout Ratio,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,14.80%,Upgrade
Buyback Yield / Dilution,-1.23%,-1.23%,-8.90%,-0.31%,-0.70%,-1.58%,-0.66%,0.36%,-6.80%,-0.78%,0.23%,Upgrade
Total Shareholder Return,-1.23%,-1.23%,-8.90%,-0.31%,-0.70%,-1.58%,-0.66%,0.36%,-6.80%,-0.78%,0.63%,Upgrade
