Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,168,203,181,135,189,186,202,172,132,135,153,Upgrade
Market Cap Growth,-,11.88%,33.75%,-28.50%,1.66%,-7.89%,17.30%,30.39%,-2.23%,-11.65%,21.63%,Upgrade
Enterprise Value,285,268,4,125,185,231,251,234,157,135,175,Upgrade
PE Ratio,5.72,6.95,6.32,6.12,10.04,10.34,30.78,12.81,10.56,10.96,10.60,Upgrade
PS Ratio,1.39,1.71,1.35,1.07,1.83,1.92,2.23,1.95,1.58,1.67,1.96,Upgrade
PB Ratio,0.83,1.04,0.86,0.70,1.15,1.23,1.43,1.24,1.01,1.09,1.36,Upgrade
P/FCF Ratio,3.45,2.27,1.19,-1.50,-10.93,4.22,9.37,6.82,9.78,4.18,2.55,Upgrade
P/OCF Ratio,3.40,2.24,1.15,-1.69,-12.95,3.92,7.85,6.39,8.63,3.96,2.41,Upgrade
EV/Sales Ratio,2.35,2.26,0.03,0.98,1.79,2.38,2.76,2.64,1.87,1.66,2.24,Upgrade
EV/EBITDA Ratio,6.85,6.52,0.09,3.77,6.66,8.81,11.71,10.96,7.87,6.66,7.31,Upgrade
EV/EBIT Ratio,7.62,7.29,0.10,4.32,7.73,10.25,13.96,13.05,9.01,7.70,8.10,Upgrade
EV/FCF Ratio,5.84,3.01,0.03,-1.38,-10.68,5.23,11.61,9.25,11.58,4.16,2.92,Upgrade
Debt / Equity Ratio,0.99,0.47,0.43,0.39,0.98,1.05,1.18,1.18,1.35,1.35,1.50,Upgrade
Debt / EBITDA Ratio,4.83,2.24,2.14,2.30,5.80,6.09,7.84,7.71,8.91,8.26,7.10,Upgrade
Debt / FCF Ratio,4.12,1.03,0.59,-0.84,-9.30,3.61,7.77,6.51,13.11,5.16,2.83,Upgrade
Asset Turnover,0.05,0.05,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.07,Upgrade
Return on Equity (ROE),15.40%,15.00%,14.10%,11.90%,11.80%,12.20%,4.60%,9.80%,9.80%,10.20%,13.30%,Upgrade
Return on Assets (ROA),1.30%,1.30%,1.30%,1.10%,1.20%,1.20%,0.40%,0.90%,0.90%,0.90%,1.30%,Upgrade
Return on Capital (ROIC),1.60%,1.60%,1.80%,1.40%,1.50%,1.50%,1.20%,1.20%,1.30%,1.30%,1.90%,Upgrade
Earnings Yield,17.79%,14.39%,15.83%,16.33%,9.96%,9.67%,3.25%,7.80%,9.47%,9.12%,9.43%,Upgrade
FCF Yield,28.98%,43.98%,84.24%,-66.64%,-9.15%,23.71%,10.68%,14.66%,10.22%,23.92%,39.14%,Upgrade
Dividend Yield,3.43%,2.81%,3.09%,4.10%,2.69%,2.65%,2.29%,2.58%,3.14%,3.02%,2.54%,Upgrade
Payout Ratio,19.60%,19.80%,19.90%,25.10%,27.20%,27.40%,70.40%,33.10%,33.20%,32.80%,26.50%,Upgrade
Buyback Yield / Dilution,2.40%,1.71%,3.04%,-6.61%,2.22%,-0.42%,-0.89%,-1.59%,1.00%,-1.53%,-3.71%,Upgrade
Total Shareholder Return,5.83%,4.52%,6.13%,-2.51%,4.91%,2.23%,1.40%,1.00%,4.14%,1.49%,-1.17%,Upgrade
