Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Market Capitalization,70,77,166,52,43,29,65,48,44,38,6,Upgrade
Market Cap Growth,-,-53.53%,219.61%,20.86%,49.07%,-55.56%,36.27%,8.28%,15.27%,566.90%,365.28%,Upgrade
Enterprise Value,260,267,86,70,117,88,114,120,54,109,37,Upgrade
PE Ratio,11.88,13.67,-40.93,-80.79,-208.33,35.33,34.66,13.66,4.84,15.06,-5.29,Upgrade
PS Ratio,2.13,2.33,6.90,3.94,3.73,2.32,4.16,3.66,2.45,2.40,0.45,Upgrade
PB Ratio,0.25,0.28,1.18,1.06,0.88,0.59,1.36,1.04,0.95,1.02,0.22,Upgrade
P/FCF Ratio,11.75,12.84,-322.54,-3.71,5.05,183.37,-6.22,61.74,3.12,34.75,4.17,Upgrade
P/OCF Ratio,11.15,12.18,265.68,-3.83,5.03,123.03,-6.34,51.12,3.10,29.10,3.34,Upgrade
EV/Sales Ratio,7.87,8.07,3.58,5.28,10.13,7.10,7.31,9.23,3.01,6.90,2.87,Upgrade
EV/EBITDA Ratio,29.37,30.11,-20.01,-74.97,-360.24,79.40,28.52,79.71,11.37,39.48,-442.34,Upgrade
EV/EBIT Ratio,32.33,33.14,-17.28,-66.33,-211.83,101.37,30.48,95.65,11.97,43.24,-123.62,Upgrade
EV/FCF Ratio,43.36,44.45,-167.66,-4.98,13.74,562.38,-10.93,155.89,3.83,99.89,26.82,Upgrade
Debt / Equity Ratio,0.74,0.74,1.08,2.33,1.83,1.57,1.49,2.00,1.68,2.47,3.49,Upgrade
Debt / EBITDA Ratio,23.23,23.23,-35.27,-122.65,-275.83,68.48,17.85,60.38,16.42,33.24,-1074.69,Upgrade
Debt / FCF Ratio,34.30,34.30,-295.55,-8.15,10.52,485.06,-6.84,118.09,5.53,84.11,65.16,Upgrade
Asset Turnover,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.05,0.05,0.04,Upgrade
Return on Equity (ROE),2.30%,2.30%,-3.40%,-1.30%,-0.40%,1.70%,3.90%,7.40%,22.00%,8.60%,-5.10%,Upgrade
Return on Assets (ROA),0.50%,0.50%,-0.40%,-0.10%,0.00%,0.20%,0.40%,0.80%,2.40%,0.70%,-0.30%,Upgrade
Return on Capital (ROIC),0.70%,0.70%,-0.60%,-0.20%,-0.10%,0.20%,0.80%,0.30%,1.20%,0.60%,-0.10%,Upgrade
Earnings Yield,8.00%,7.32%,-2.44%,-1.24%,-0.48%,2.83%,2.88%,7.32%,20.66%,6.64%,-18.91%,Upgrade
FCF Yield,8.51%,7.79%,-0.31%,-26.93%,19.79%,0.55%,-16.07%,1.62%,32.01%,2.88%,23.97%,Upgrade
Buyback Yield / Dilution,-6.29%,-6.29%,-155.97%,-0.61%,-1.64%,0.12%,5.59%,-,-,-373.14%,-230.41%,Upgrade
Total Shareholder Return,-6.29%,-6.29%,-155.97%,-0.61%,-1.64%,0.12%,5.59%,-,-,-373.14%,-230.41%,Upgrade
