Year,Current,2022,2021
Market Capitalization,233,223,190
Market Cap Growth,-,17.16%,-
Enterprise Value,233,222,189
PE Ratio,118.78,181.44,-3551.56
PB Ratio,-29.96,-37.12,-37.71
P/FCF Ratio,-390.91,-293.61,-7064.02
P/OCF Ratio,-390.91,-293.61,-7064.02
EV/EBITDA Ratio,135.20,181.18,-3531.51
EV/EBIT Ratio,135.20,181.18,-3531.51
EV/FCF Ratio,-390.65,-293.19,-7024.15
Current Ratio,0.18,1.10,3.26
Return on Equity (ROE),-27.80%,-21.90%,-
Return on Assets (ROA),1.00%,0.70%,-
Return on Capital (ROIC),1.00%,0.70%,-
Earnings Yield,0.74%,0.55%,-0.03%
FCF Yield,-0.25%,-0.34%,-0.01%
Buyback Yield / Dilution,-326.17%,-,
Total Shareholder Return,-326.17%,-,
