Year,Current,2022,2021
Market Capitalization,127,392,387
Market Cap Growth,-,1.30%,-
Enterprise Value,127,392,387
PE Ratio,31.45,30.43,24.59
PB Ratio,-31.38,-31.38,-18.55
P/FCF Ratio,-881.52,-881.52,-306.51
P/OCF Ratio,-881.52,-881.52,-306.51
EV/EBITDA Ratio,9.88,30.44,24.58
EV/EBIT Ratio,9.88,30.44,24.58
EV/FCF Ratio,-882.02,-882.02,-306.34
Debt / Equity Ratio,-0.02,-0.02,-
Debt / EBITDA Ratio,0.02,0.02,-
Debt / FCF Ratio,-0.58,-0.58,-
Current Ratio,0.06,0.06,0.89
Return on Equity (ROE),-93.60%,-93.60%,-195.70%
Return on Assets (ROA),4.10%,4.10%,5.00%
Return on Capital (ROIC),4.10%,4.10%,5.10%
Earnings Yield,10.14%,3.29%,4.07%
FCF Yield,-0.35%,-0.11%,-0.33%
Buyback Yield / Dilution,-6.84%,-6.84%,-
Total Shareholder Return,-6.84%,-6.84%,-
